"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2004"	"2004"	15	640496	Unreliable	Unreliable	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2005"	"2005"	19	639415	Unreliable	Unreliable	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2006"	"2006"	21	640400	3.28	2.81	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2007"	"2007"	25	640917	3.90	3.32	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2008"	"2008"	23	641745	3.58	2.95	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2009"	"2009"	19	640541	Unreliable	Unreliable	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2010"	"2010"	11	639725	Unreliable	Unreliable	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2011"	"2011"	20	635922	3.15	2.58	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2012"	"2012"	16	631000	Unreliable	Unreliable	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2013"	"2013"	30	628526	4.77	3.68	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2014"	"2014"	13	625888	Unreliable	Unreliable	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2015"	"2015"	19	622834	Unreliable	Unreliable	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2016"	"2016"	18	618463	Unreliable	Unreliable	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"1999"	"1999"	Suppressed	317172	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2000"	"2000"	Suppressed	319605	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2001"	"2001"	Suppressed	326081	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2002"	"2002"	Suppressed	332582	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2003"	"2003"	Suppressed	337730	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2004"	"2004"	Suppressed	345245	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2005"	"2005"	Suppressed	350903	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2006"	"2006"	Suppressed	358718	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2007"	"2007"	Suppressed	360194	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2008"	"2008"	Suppressed	365633	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2009"	"2009"	Suppressed	374562	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2010"	"2010"	Suppressed	380821	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2011"	"2011"	Suppressed	387516	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2012"	"2012"	10	392535	Unreliable	Unreliable	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2013"	"2013"	Suppressed	396142	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2014"	"2014"	18	398892	Unreliable	Unreliable	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2015"	"2015"	Suppressed	399790	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Medium Metro"	"3"	"2016"	"2016"	Suppressed	402557	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"1999"	"1999"	Suppressed	83390	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2000"	"2000"	Suppressed	82840	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2001"	"2001"	Suppressed	84814	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2002"	"2002"	Suppressed	86095	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2003"	"2003"	Suppressed	86885	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2004"	"2004"	Suppressed	89043	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2005"	"2005"	Suppressed	90431	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2006"	"2006"	Suppressed	90545	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2007"	"2007"	Suppressed	93545	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2008"	"2008"	Suppressed	94552	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2009"	"2009"	Suppressed	95238	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2010"	"2010"	Suppressed	97581	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2011"	"2011"	Suppressed	99192	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2012"	"2012"	Suppressed	100272	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2013"	"2013"	Suppressed	100436	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2014"	"2014"	Suppressed	99357	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2015"	"2015"	Suppressed	99631	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2016"	"2016"	Suppressed	100605	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	Suppressed	45026	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	Suppressed	44781	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	Suppressed	44298	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	Suppressed	44311	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	Suppressed	44328	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	Suppressed	44347	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	Suppressed	44308	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	Suppressed	44300	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	Suppressed	44023	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	Suppressed	44436	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	Suppressed	44151	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	Suppressed	44752	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	Suppressed	45757	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	Suppressed	46335	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	Suppressed	46389	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	Suppressed	46193	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	Suppressed	46465	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	Suppressed	46214	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"1999"	"1999"	Suppressed	179191	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2000"	"2000"	Suppressed	179706	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2001"	"2001"	Suppressed	178521	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2002"	"2002"	Suppressed	179349	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2003"	"2003"	Suppressed	179471	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2004"	"2004"	Suppressed	180651	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2005"	"2005"	Suppressed	181304	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2006"	"2006"	Suppressed	181739	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2007"	"2007"	Suppressed	182538	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2008"	"2008"	Suppressed	182834	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2009"	"2009"	Suppressed	184944	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2010"	"2010"	Suppressed	187077	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2011"	"2011"	Suppressed	190253	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2012"	"2012"	Suppressed	192307	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2013"	"2013"	Suppressed	192165	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2014"	"2014"	Suppressed	192290	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2015"	"2015"	Suppressed	192546	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2016"	"2016"	Suppressed	192518	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Large Central Metro"	"1"	"1999"	"1999"	85	3004985	2.83	3.06	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2000"	"2000"	85	3072149	2.77	3.02	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2001"	"2001"	68	3175989	2.14	2.30	0.04%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2002"	"2002"	85	3255388	2.61	2.84	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2003"	"2003"	93	3328468	2.79	2.99	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2004"	"2004"	91	3417860	2.66	2.86	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2005"	"2005"	95	3538988	2.68	2.86	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2006"	"2006"	99	3642884	2.72	2.90	0.07%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2007"	"2007"	103	3711954	2.77	2.92	0.07%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2008"	"2008"	97	3771061	2.57	2.71	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2009"	"2009"	122	3803779	3.21	3.31	0.08%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2010"	"2010"	106	3817117	2.78	2.81	0.07%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2011"	"2011"	110	3880244	2.83	2.78	0.07%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2012"	"2012"	118	3942169	2.99	2.93	0.08%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2013"	"2013"	121	4009412	3.02	2.87	0.08%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2014"	"2014"	131	4087191	3.21	2.97	0.09%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2015"	"2015"	122	4167947	2.93	2.73	0.08%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2016"	"2016"	101	4242997	2.38	2.14	0.07%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"1999"	"1999"	Suppressed	173364	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2000"	"2000"	Suppressed	179727	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2001"	"2001"	Suppressed	187747	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2002"	"2002"	Suppressed	197082	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2003"	"2003"	Suppressed	207920	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2004"	"2004"	Suppressed	219472	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2005"	"2005"	Suppressed	235708	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2006"	"2006"	Suppressed	271328	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2007"	"2007"	Suppressed	306174	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2008"	"2008"	Suppressed	335311	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2009"	"2009"	16	349830	Unreliable	Unreliable	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2010"	"2010"	12	375770	Unreliable	Unreliable	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2011"	"2011"	11	382992	Unreliable	Unreliable	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2012"	"2012"	15	387365	Unreliable	Unreliable	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2013"	"2013"	13	389350	Unreliable	Unreliable	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2014"	"2014"	12	401918	Unreliable	Unreliable	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2015"	"2015"	14	406584	Unreliable	Unreliable	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2016"	"2016"	13	418540	Unreliable	Unreliable	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"1999"	"1999"	38	828905	4.58	4.48	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2000"	"2000"	33	843746	3.91	3.74	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2001"	"2001"	26	859280	3.03	2.89	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2002"	"2002"	37	874267	4.23	3.93	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2003"	"2003"	27	885893	3.05	2.81	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2004"	"2004"	23	901342	2.55	2.39	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2005"	"2005"	25	920298	2.72	2.37	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2006"	"2006"	40	940930	4.25	3.85	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2007"	"2007"	38	955869	3.98	3.55	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2008"	"2008"	32	967778	3.31	2.75	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2009"	"2009"	46	975580	4.72	4.12	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2010"	"2010"	29	980263	2.96	2.45	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2011"	"2011"	45	989569	4.55	3.73	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2012"	"2012"	41	992394	4.13	3.43	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2013"	"2013"	27	996554	2.71	2.15	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2014"	"2014"	41	1004516	4.08	3.23	0.03%
