"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Alabama"	"01"	"Small Metro"	"4"	"2008"	"2008"	283	1197658	23.63	21.87	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2009"	"2009"	289	1213822	23.81	21.76	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2010"	"2010"	301	1222281	24.63	22.14	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2011"	"2011"	280	1232191	22.72	20.34	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2012"	"2012"	313	1241965	25.20	21.97	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2013"	"2013"	343	1251150	27.41	23.92	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2014"	"2014"	291	1260392	23.09	20.22	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2015"	"2015"	267	1267088	21.07	17.70	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2016"	"2016"	243	1272731	19.09	16.07	0.02%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	121	510099	23.72	22.60	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	127	511460	24.83	23.26	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	140	511896	27.35	25.68	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	174	511793	34.00	31.65	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	164	512778	31.98	29.82	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	151	514635	29.34	27.45	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	155	516692	30.00	27.25	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	160	520060	30.77	27.67	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	128	523927	24.43	22.19	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	142	528462	26.87	23.41	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	123	530106	23.20	20.52	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	124	531615	23.33	20.50	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	165	531126	31.07	27.77	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	166	532769	31.16	26.09	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	181	530835	34.10	28.27	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	143	530367	26.96	22.01	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	164	529811	30.95	25.24	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	161	528039	30.49	24.10	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"1999"	"1999"	238	649909	36.62	31.92	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2000"	"2000"	228	650997	35.02	30.11	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2001"	"2001"	205	647550	31.66	27.58	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2002"	"2002"	223	644271	34.61	29.68	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2003"	"2003"	222	642317	34.56	29.53	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2004"	"2004"	231	640496	36.07	30.72	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2005"	"2005"	244	639415	38.16	32.55	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2006"	"2006"	227	640400	35.45	30.40	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2007"	"2007"	210	640917	32.77	27.60	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2008"	"2008"	225	641745	35.06	28.73	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2009"	"2009"	207	640541	32.32	26.29	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2010"	"2010"	234	639725	36.58	29.67	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2011"	"2011"	212	635922	33.34	26.54	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2012"	"2012"	211	631000	33.44	26.45	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2013"	"2013"	211	628526	33.57	26.21	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2014"	"2014"	229	625888	36.59	28.08	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2015"	"2015"	202	622834	32.43	24.84	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2016"	"2016"	214	618463	34.60	25.42	0.02%
	"Alaska"	"02"	"Medium Metro"	"3"	"1999"	"1999"	39	317172	12.30	27.07	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2000"	"2000"	42	319605	13.14	23.81	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2001"	"2001"	42	326081	12.88	24.07	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2002"	"2002"	53	332582	15.94	26.90	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2003"	"2003"	55	337730	16.29	27.58	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2004"	"2004"	51	345245	14.77	20.97	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2005"	"2005"	54	350903	15.39	24.73	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2006"	"2006"	64	358718	17.84	29.52	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2007"	"2007"	59	360194	16.38	25.45	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2008"	"2008"	47	365633	12.85	20.15	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2009"	"2009"	40	374562	10.68	15.63	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2010"	"2010"	46	380821	12.08	19.92	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2011"	"2011"	61	387516	15.74	21.17	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2012"	"2012"	58	392535	14.78	20.87	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2013"	"2013"	65	396142	16.41	23.25	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2014"	"2014"	70	398892	17.55	21.70	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2015"	"2015"	81	399790	20.26	25.31	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2016"	"2016"	70	402557	17.39	19.32	0.01%
	"Alaska"	"02"	"Small Metro"	"4"	"1999"	"1999"	11	83390	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2000"	"2000"	Suppressed	82840	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2001"	"2001"	11	84814	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2002"	"2002"	Suppressed	86095	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2003"	"2003"	10	86885	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2004"	"2004"	Suppressed	89043	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2005"	"2005"	10	90431	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2006"	"2006"	10	90545	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2007"	"2007"	12	93545	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2008"	"2008"	Suppressed	94552	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2009"	"2009"	10	95238	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2010"	"2010"	11	97581	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2011"	"2011"	Suppressed	99192	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2012"	"2012"	11	100272	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2013"	"2013"	Suppressed	100436	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2014"	"2014"	12	99357	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2015"	"2015"	16	99631	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2016"	"2016"	14	100605	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	Suppressed	45026	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	Suppressed	44781	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	Suppressed	44298	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	Suppressed	44311	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	Suppressed	44328	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	Suppressed	44347	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	Suppressed	44308	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	Suppressed	44300	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	10	44023	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	17	44436	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	Suppressed	44151	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	Suppressed	44752	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	Suppressed	45757	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	Suppressed	46335	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	10	46389	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	Suppressed	46193	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	Suppressed	46465	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	Suppressed	46214	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"1999"	"1999"	10	179191	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2000"	"2000"	35	179706	19.48	38.19	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2001"	"2001"	19	178521	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2002"	"2002"	21	179349	11.71	18.95	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2003"	"2003"	29	179471	16.16	29.39	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2004"	"2004"	30	180651	16.61	30.38	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2005"	"2005"	20	181304	11.03	13.48	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2006"	"2006"	27	181739	14.86	22.98	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2007"	"2007"	24	182538	13.15	21.10	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2008"	"2008"	24	182834	13.13	20.22	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2009"	"2009"	31	184944	16.76	23.90	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2010"	"2010"	26	187077	13.90	22.18	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2011"	"2011"	30	190253	15.77	19.65	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2012"	"2012"	33	192307	17.16	19.02	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2013"	"2013"	28	192165	14.57	18.00	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2014"	"2014"	23	192290	11.96	15.82	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2015"	"2015"	37	192546	19.22	22.22	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2016"	"2016"	33	192518	17.14	20.37	0.00%
	"Arizona"	"04"	"Large Central Metro"	"1"	"1999"	"1999"	581	3004985	19.33	21.08	0.04%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2000"	"2000"	532	3072149	17.32	18.95	0.04%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2001"	"2001"	573	3175989	18.04	19.80	0.04%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2002"	"2002"	701	3255388	21.53	23.62	0.05%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2003"	"2003"	624	3328468	18.75	20.33	0.05%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2004"	"2004"	612	3417860	17.91	19.36	0.05%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2005"	"2005"	600	3538988	16.95	18.29	0.05%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2006"	"2006"	628	3642884	17.24	18.50	0.05%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2007"	"2007"	587	3711954	15.81	16.89	0.04%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2008"	"2008"	630	3771061	16.71	17.61	0.05%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2009"	"2009"	553	3803779	14.54	15.07	0.04%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2010"	"2010"	713	3817117	18.68	18.96	0.05%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2011"	"2011"	1012	3880244	26.08	25.79	0.08%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2012"	"2012"	966	3942169	24.50	23.49	0.07%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2013"	"2013"	945	4009412	23.57	22.33	0.07%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2014"	"2014"	1041	4087191	25.47	23.58	0.08%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2015"	"2015"	1111	4167947	26.66	24.21	0.08%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2016"	"2016"	1088	4242997	25.64	23.04	0.08%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"1999"	"1999"	63	173364	36.34	33.39	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2000"	"2000"	51	179727	28.38	25.35	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2001"	"2001"	49	187747	26.10	24.33	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2002"	"2002"	55	197082	27.91	24.87	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2003"	"2003"	43	207920	20.68	19.31	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2004"	"2004"	43	219472	19.59	18.34	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2005"	"2005"	65	235708	27.58	26.33	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2006"	"2006"	43	271328	15.85	14.76	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2007"	"2007"	61	306174	19.92	18.84	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2008"	"2008"	48	335311	14.32	14.82	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2009"	"2009"	48	349830	13.72	13.26	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2010"	"2010"	77	375770	20.49	20.97	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2011"	"2011"	86	382992	22.45	21.68	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2012"	"2012"	90	387365	23.23	21.17	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2013"	"2013"	91	389350	23.37	20.30	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2014"	"2014"	137	401918	34.09	28.43	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2015"	"2015"	119	406584	29.27	22.74	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2016"	"2016"	141	418540	33.69	26.03	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"1999"	"1999"	166	828905	20.03	19.02	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2000"	"2000"	184	843746	21.81	20.44	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2001"	"2001"	168	859280	19.55	18.08	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2002"	"2002"	197	874267	22.53	20.60	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2003"	"2003"	190	885893	21.45	19.37	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2004"	"2004"	211	901342	23.41	21.24	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2005"	"2005"	188	920298	20.43	17.94	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2006"	"2006"	208	940930	22.11	19.70	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2007"	"2007"	177	955869	18.52	16.04	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2008"	"2008"	191	967778	19.74	16.93	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2009"	"2009"	203	975580	20.81	17.77	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2010"	"2010"	236	980263	24.08	20.22	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2011"	"2011"	257	989569	25.97	21.06	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2012"	"2012"	293	992394	29.52	23.39	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2013"	"2013"	287	996554	28.80	22.68	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2014"	"2014"	360	1004516	35.84	27.49	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2015"	"2015"	399	1010025	39.50	30.28	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2016"	"2016"	364	1016206	35.82	26.64	0.03%
	"Arizona"	"04"	"Small Metro"	"4"	"1999"	"1999"	148	700796	21.12	18.20	0.01%
	"Arizona"	"04"	"Small Metro"	"4"	"2000"	"2000"	160	716650	22.33	18.64	0.01%
	"Arizona"	"04"	"Small Metro"	"4"	"2001"	"2001"	163	732902	22.24	18.53	0.01%
	"Arizona"	"04"	"Small Metro"	"4"	"2002"	"2002"	177	750070	23.60	19.81	0.01%
	"Arizona"	"04"	"Small Metro"	"4"	"2003"	"2003"	202	766246	26.36	21.90	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2004"	"2004"	209	789518	26.47	21.85	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2005"	"2005"	230	815824	28.19	23.12	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2006"	"2006"	226	840034	26.90	21.99	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2007"	"2007"	231	854538	27.03	21.54	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2008"	"2008"	195	863367	22.59	17.67	0.01%
	"Arizona"	"04"	"Small Metro"	"4"	"2009"	"2009"	173	868140	19.93	15.38	0.01%
	"Arizona"	"04"	"Small Metro"	"4"	"2010"	"2010"	220	872737	25.21	19.47	0.02%
