"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Alabama"	"01"	"Medium Metro"	"3"	"2006"	"2006"	139	1202185	11.56	11.49	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2007"	"2007"	137	1218101	11.25	11.14	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2008"	"2008"	132	1233240	10.70	10.42	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2009"	"2009"	157	1248198	12.58	12.57	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2010"	"2010"	182	1258068	14.47	14.16	0.03%
	"Alabama"	"01"	"Medium Metro"	"3"	"2011"	"2011"	168	1271237	13.22	12.95	0.03%
	"Alabama"	"01"	"Medium Metro"	"3"	"2012"	"2012"	184	1279639	14.38	13.89	0.03%
	"Alabama"	"01"	"Medium Metro"	"3"	"2013"	"2013"	176	1282911	13.72	12.98	0.03%
	"Alabama"	"01"	"Medium Metro"	"3"	"2014"	"2014"	186	1288958	14.43	14.48	0.03%
	"Alabama"	"01"	"Medium Metro"	"3"	"2015"	"2015"	193	1293599	14.92	14.57	0.03%
	"Alabama"	"01"	"Medium Metro"	"3"	"2016"	"2016"	228	1296650	17.58	17.06	0.04%
	"Alabama"	"01"	"Small Metro"	"4"	"1999"	"1999"	149	1089276	13.68	13.57	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2000"	"2000"	136	1093902	12.43	12.53	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2001"	"2001"	142	1102177	12.88	12.76	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2002"	"2002"	130	1107921	11.73	11.51	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2003"	"2003"	148	1118032	13.24	13.22	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2004"	"2004"	150	1129680	13.28	12.91	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2005"	"2005"	145	1147271	12.64	12.28	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2006"	"2006"	161	1167518	13.79	13.32	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2007"	"2007"	152	1182639	12.85	12.59	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2008"	"2008"	167	1197658	13.94	13.56	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2009"	"2009"	171	1213822	14.09	13.53	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2010"	"2010"	168	1222281	13.74	13.61	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2011"	"2011"	177	1232191	14.36	14.10	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2012"	"2012"	174	1241965	14.01	13.81	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2013"	"2013"	191	1251150	15.27	14.62	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2014"	"2014"	184	1260392	14.60	14.62	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2015"	"2015"	194	1267088	15.31	14.48	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2016"	"2016"	203	1272731	15.95	15.56	0.03%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	57	510099	11.17	11.03	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	71	511460	13.88	13.89	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	54	511896	10.55	10.31	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	58	511793	11.33	11.34	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	54	512778	10.53	10.47	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	65	514635	12.63	12.50	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	64	516692	12.39	12.14	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	72	520060	13.84	14.04	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	76	523927	14.51	14.34	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	67	528462	12.68	12.12	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	79	530106	14.90	14.71	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	69	531615	12.98	12.42	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	73	531126	13.74	12.67	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	81	532769	15.20	15.24	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	92	530835	17.33	17.46	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	95	530367	17.91	17.44	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	97	529811	18.31	17.67	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	101	528039	19.13	18.33	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"1999"	"1999"	79	649909	12.16	12.05	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2000"	"2000"	87	650997	13.36	13.18	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2001"	"2001"	72	647550	11.12	10.95	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2002"	"2002"	79	644271	12.26	12.15	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2003"	"2003"	73	642317	11.37	11.43	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2004"	"2004"	69	640496	10.77	10.41	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2005"	"2005"	75	639415	11.73	11.72	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2006"	"2006"	65	640400	10.15	9.98	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2007"	"2007"	77	640917	12.01	11.28	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2008"	"2008"	65	641745	10.13	10.09	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2009"	"2009"	90	640541	14.05	13.40	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2010"	"2010"	99	639725	15.48	15.50	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2011"	"2011"	75	635922	11.79	10.75	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2012"	"2012"	109	631000	17.27	17.50	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2013"	"2013"	104	628526	16.55	16.36	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2014"	"2014"	91	625888	14.54	13.96	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2015"	"2015"	82	622834	13.17	12.83	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2016"	"2016"	93	618463	15.04	14.76	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"1999"	"1999"	38	317172	11.98	13.13	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2000"	"2000"	48	319605	15.02	14.93	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2001"	"2001"	43	326081	13.19	13.48	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2002"	"2002"	56	332582	16.84	17.04	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2003"	"2003"	62	337730	18.36	19.74	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2004"	"2004"	73	345245	21.14	20.71	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2005"	"2005"	61	350903	17.38	17.83	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2006"	"2006"	61	358718	17.01	17.53	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2007"	"2007"	70	360194	19.43	21.00	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2008"	"2008"	62	365633	16.96	16.76	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2009"	"2009"	61	374562	16.29	16.05	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2010"	"2010"	74	380821	19.43	19.54	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2011"	"2011"	56	387516	14.45	14.65	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2012"	"2012"	80	392535	20.38	19.83	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2013"	"2013"	79	396142	19.94	19.49	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2014"	"2014"	80	398892	20.06	19.45	0.01%
	"Alaska"	"02"	"Medium Metro"	"3"	"2015"	"2015"	98	399790	24.51	23.98	0.02%
	"Alaska"	"02"	"Medium Metro"	"3"	"2016"	"2016"	91	402557	22.61	22.61	0.01%
	"Alaska"	"02"	"Small Metro"	"4"	"1999"	"1999"	17	83390	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2000"	"2000"	Suppressed	82840	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2001"	"2001"	12	84814	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2002"	"2002"	Suppressed	86095	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2003"	"2003"	12	86885	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2004"	"2004"	15	89043	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2005"	"2005"	11	90431	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2006"	"2006"	15	90545	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2007"	"2007"	17	93545	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2008"	"2008"	27	94552	28.56	31.00	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2009"	"2009"	13	95238	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2010"	"2010"	11	97581	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2011"	"2011"	17	99192	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2012"	"2012"	19	100272	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2013"	"2013"	20	100436	19.91	21.08	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2014"	"2014"	22	99357	22.14	22.25	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2015"	"2015"	18	99631	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2016"	"2016"	25	100605	24.85	24.33	0.00%
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	Suppressed	45026	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	Suppressed	44781	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	Suppressed	44298	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	Suppressed	44311	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	Suppressed	44328	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	Suppressed	44347	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	Suppressed	44308	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	Suppressed	44300	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	10	44023	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	Suppressed	44436	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	14	44151	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	Suppressed	44752	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	11	45757	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	Suppressed	46335	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	Suppressed	46389	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	Suppressed	46193	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	Suppressed	46465	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	11	46214	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"1999"	"1999"	39	179191	21.76	25.59	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2000"	"2000"	74	179706	41.18	41.90	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2001"	"2001"	41	178521	22.97	22.76	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2002"	"2002"	66	179349	36.80	37.80	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2003"	"2003"	45	179471	25.07	25.02	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2004"	"2004"	60	180651	33.21	33.94	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2005"	"2005"	54	181304	29.78	30.35	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2006"	"2006"	50	181739	27.51	28.47	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2007"	"2007"	52	182538	28.49	28.59	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2008"	"2008"	73	182834	39.93	39.72	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2009"	"2009"	55	184944	29.74	29.89	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2010"	"2010"	71	187077	37.95	37.65	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2011"	"2011"	59	190253	31.01	32.11	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2012"	"2012"	61	192307	31.72	33.47	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2013"	"2013"	65	192165	33.83	34.87	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2014"	"2014"	61	192290	31.72	31.04	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2015"	"2015"	76	192546	39.47	40.00	0.01%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2016"	"2016"	66	192518	34.28	35.46	0.01%
	"Arizona"	"04"	"Large Central Metro"	"1"	"1999"	"1999"	385	3004985	12.81	13.14	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2000"	"2000"	417	3072149	13.57	13.97	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2001"	"2001"	394	3175989	12.41	12.75	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2002"	"2002"	474	3255388	14.56	14.88	0.07%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2003"	"2003"	465	3328468	13.97	14.30	0.07%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2004"	"2004"	475	3417860	13.90	14.23	0.07%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2005"	"2005"	503	3538988	14.21	14.55	0.08%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2006"	"2006"	510	3642884	14.00	14.31	0.08%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2007"	"2007"	568	3711954	15.30	15.52	0.09%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2008"	"2008"	540	3771061	14.32	14.62	0.08%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2009"	"2009"	524	3803779	13.78	14.02	0.08%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2010"	"2010"	564	3817117	14.78	14.93	0.09%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2011"	"2011"	621	3880244	16.00	15.99	0.10%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2012"	"2012"	604	3942169	15.32	15.24	0.09%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2013"	"2013"	629	4009412	15.69	15.78	0.10%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2014"	"2014"	654	4087191	16.00	15.82	0.10%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2015"	"2015"	673	4167947	16.15	16.03	0.10%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2016"	"2016"	691	4242997	16.29	15.92	0.11%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"1999"	"1999"	26	173364	15.00	15.07	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2000"	"2000"	25	179727	13.91	14.09	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2001"	"2001"	29	187747	15.45	15.62	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2002"	"2002"	34	197082	17.25	18.00	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2003"	"2003"	39	207920	18.76	19.34	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2004"	"2004"	41	219472	18.68	18.90	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2005"	"2005"	36	235708	15.27	15.90	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2006"	"2006"	46	271328	16.95	17.12	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2007"	"2007"	44	306174	14.37	14.50	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2008"	"2008"	46	335311	13.72	13.77	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2009"	"2009"	61	349830	17.44	19.06	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2010"	"2010"	71	375770	18.89	19.71	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2011"	"2011"	55	382992	14.36	14.90	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2012"	"2012"	54	387365	13.94	13.67	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2013"	"2013"	53	389350	13.61	14.11	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2014"	"2014"	65	401918	16.17	15.58	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2015"	"2015"	71	406584	17.46	17.65	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2016"	"2016"	68	418540	16.25	15.29	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"1999"	"1999"	156	828905	18.82	18.53	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2000"	"2000"	131	843746	15.53	15.31	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2001"	"2001"	144	859280	16.76	16.67	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2002"	"2002"	150	874267	17.16	16.98	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2003"	"2003"	134	885893	15.13	14.80	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2004"	"2004"	133	901342	14.76	14.41	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2005"	"2005"	156	920298	16.95	16.71	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2006"	"2006"	167	940930	17.75	17.39	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2007"	"2007"	147	955869	15.38	14.87	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2008"	"2008"	146	967778	15.09	14.39	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2009"	"2009"	171	975580	17.53	16.96	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2010"	"2010"	177	980263	18.06	17.13	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2011"	"2011"	178	989569	17.99	17.96	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2012"	"2012"	198	992394	19.95	18.90	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2013"	"2013"	184	996554	18.46	18.49	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2014"	"2014"	184	1004516	18.32	17.62	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2015"	"2015"	202	1010025	20.00	19.07	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2016"	"2016"	184	1016206	18.11	17.13	0.03%
	"Arizona"	"04"	"Small Metro"	"4"	"1999"	"1999"	137	700796	19.55	19.38	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2000"	"2000"	165	716650	23.02	22.32	0.03%
	"Arizona"	"04"	"Small Metro"	"4"	"2001"	"2001"	137	732902	18.69	18.22	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2002"	"2002"	160	750070	21.33	20.64	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2003"	"2003"	134	766246	17.49	17.57	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2004"	"2004"	165	789518	20.90	21.29	0.03%
	"Arizona"	"04"	"Small Metro"	"4"	"2005"	"2005"	184	815824	22.55	21.93	0.03%
	"Arizona"	"04"	"Small Metro"	"4"	"2006"	"2006"	180	840034	21.43	20.23	0.03%
	"Arizona"	"04"	"Small Metro"	"4"	"2007"	"2007"	193	854538	22.59	21.94	0.03%
	"Arizona"	"04"	"Small Metro"	"4"	"2008"	"2008"	184	863367	21.31	20.41	0.03%
	"Arizona"	"04"	"Small Metro"	"4"	"2009"	"2009"	227	868140	26.15	25.33	0.03%
	"Arizona"	"04"	"Small Metro"	"4"	"2010"	"2010"	197	872737	22.57	20.83	0.03%
	"Arizona"	"04"	"Small Metro"	"4"	"2011"	"2011"	215	882909	24.35	23.82	0.03%
