"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2006"	"2006"	82	442925	18.51	21.05	0.01%
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2007"	"2007"	79	452093	17.47	21.08	0.01%
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2008"	"2008"	81	460591	17.59	19.95	0.01%
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2009"	"2009"	91	466830	19.49	22.05	0.01%
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2010"	"2010"	93	469581	19.80	22.54	0.01%
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2011"	"2011"	87	473333	18.38	19.32	0.01%
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2012"	"2012"	77	476641	16.15	16.72	0.01%
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2013"	"2013"	90	480821	18.72	18.51	0.01%
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2014"	"2014"	113	482979	23.40	22.49	0.01%
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2015"	"2015"	96	485280	19.78	18.24	0.01%
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2016"	"2016"	114	487896	23.37	20.38	0.01%
	"Alabama"	"01"	"Medium Metro"	"3"	"1999"	"1999"	226	1133417	19.94	23.27	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2000"	"2000"	246	1138503	21.61	25.04	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2001"	"2001"	206	1146929	17.96	20.77	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2002"	"2002"	251	1153138	21.77	24.68	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2003"	"2003"	265	1159478	22.86	25.43	0.03%
	"Alabama"	"01"	"Medium Metro"	"3"	"2004"	"2004"	174	1167714	14.90	16.90	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2005"	"2005"	201	1180109	17.03	18.95	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2006"	"2006"	188	1202185	15.64	17.11	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2007"	"2007"	203	1218101	16.67	17.96	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2008"	"2008"	205	1233240	16.62	17.50	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2009"	"2009"	201	1248198	16.10	16.51	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2010"	"2010"	175	1258068	13.91	14.33	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2011"	"2011"	198	1271237	15.58	16.13	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2012"	"2012"	176	1279639	13.75	13.83	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2013"	"2013"	201	1282911	15.67	15.19	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2014"	"2014"	206	1288958	15.98	15.32	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2015"	"2015"	258	1293599	19.94	18.61	0.02%
	"Alabama"	"01"	"Medium Metro"	"3"	"2016"	"2016"	193	1296650	14.88	13.61	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"1999"	"1999"	304	1089276	27.91	28.49	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2000"	"2000"	274	1093902	25.05	25.13	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2001"	"2001"	260	1102177	23.59	23.73	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2002"	"2002"	306	1107921	27.62	27.83	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2003"	"2003"	284	1118032	25.40	25.41	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2004"	"2004"	247	1129680	21.86	21.96	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2005"	"2005"	268	1147271	23.36	22.84	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2006"	"2006"	260	1167518	22.27	21.74	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2007"	"2007"	234	1182639	19.79	19.13	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2008"	"2008"	205	1197658	17.12	16.46	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2009"	"2009"	251	1213822	20.68	19.55	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2010"	"2010"	272	1222281	22.25	20.69	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2011"	"2011"	252	1232191	20.45	18.83	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2012"	"2012"	253	1241965	20.37	18.36	0.02%
	"Alabama"	"01"	"Small Metro"	"4"	"2013"	"2013"	295	1251150	23.58	20.88	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2014"	"2014"	312	1260392	24.75	22.01	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2015"	"2015"	279	1267088	22.02	18.83	0.03%
	"Alabama"	"01"	"Small Metro"	"4"	"2016"	"2016"	235	1272731	18.46	16.15	0.02%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	147	510099	28.82	28.06	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	139	511460	27.18	25.98	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	154	511896	30.08	28.74	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	147	511793	28.72	27.74	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	125	512778	24.38	23.59	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	114	514635	22.15	21.33	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	119	516692	23.03	22.18	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	88	520060	16.92	15.87	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	105	523927	20.04	18.59	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	122	528462	23.09	21.42	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	111	530106	20.94	19.72	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	117	531615	22.01	20.17	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	124	531126	23.35	20.87	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	109	532769	20.46	18.02	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	130	530835	24.49	21.68	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	98	530367	18.48	15.56	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	128	529811	24.16	19.80	0.01%
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	120	528039	22.73	18.04	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"1999"	"1999"	205	649909	31.54	26.82	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2000"	"2000"	188	650997	28.88	24.10	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2001"	"2001"	201	647550	31.04	26.10	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2002"	"2002"	210	644271	32.59	27.54	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2003"	"2003"	193	642317	30.05	25.82	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2004"	"2004"	168	640496	26.23	22.53	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2005"	"2005"	188	639415	29.40	25.15	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2006"	"2006"	163	640400	25.45	21.59	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2007"	"2007"	151	640917	23.56	20.09	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2008"	"2008"	165	641745	25.71	21.61	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2009"	"2009"	168	640541	26.23	22.11	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2010"	"2010"	137	639725	21.42	17.62	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2011"	"2011"	150	635922	23.59	19.29	0.01%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2012"	"2012"	198	631000	31.38	25.12	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2013"	"2013"	186	628526	29.59	23.41	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2014"	"2014"	175	625888	27.96	21.39	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2015"	"2015"	179	622834	28.74	21.79	0.02%
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2016"	"2016"	186	618463	30.07	21.88	0.02%
	"Alaska"	"02"	"Medium Metro"	"3"	"1999"	"1999"	18	317172	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2000"	"2000"	15	319605	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2001"	"2001"	21	326081	6.44	13.41	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2002"	"2002"	18	332582	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2003"	"2003"	17	337730	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2004"	"2004"	17	345245	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2005"	"2005"	22	350903	6.27	11.73	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2006"	"2006"	19	358718	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2007"	"2007"	22	360194	6.11	11.96	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2008"	"2008"	20	365633	5.47	9.75	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2009"	"2009"	22	374562	5.87	11.43	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2010"	"2010"	30	380821	7.88	13.56	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2011"	"2011"	24	387516	6.19	10.15	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2012"	"2012"	29	392535	7.39	10.54	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2013"	"2013"	30	396142	7.57	11.70	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2014"	"2014"	36	398892	9.02	13.97	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2015"	"2015"	25	399790	6.25	9.27	0.00%
	"Alaska"	"02"	"Medium Metro"	"3"	"2016"	"2016"	38	402557	9.44	14.38	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"1999"	"1999"	Suppressed	83390	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2000"	"2000"	Suppressed	82840	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2001"	"2001"	Suppressed	84814	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2002"	"2002"	Suppressed	86095	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2003"	"2003"	Suppressed	86885	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2004"	"2004"	Suppressed	89043	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2005"	"2005"	Suppressed	90431	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2006"	"2006"	Suppressed	90545	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2007"	"2007"	Suppressed	93545	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2008"	"2008"	Suppressed	94552	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2009"	"2009"	14	95238	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"Small Metro"	"4"	"2010"	"2010"	Suppressed	97581	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2011"	"2011"	Suppressed	99192	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2012"	"2012"	Suppressed	100272	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2013"	"2013"	Suppressed	100436	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2014"	"2014"	Suppressed	99357	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2015"	"2015"	Suppressed	99631	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Small Metro"	"4"	"2016"	"2016"	Suppressed	100605	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	Suppressed	45026	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	Suppressed	44781	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	Suppressed	44298	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	Suppressed	44311	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	Suppressed	44328	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	Suppressed	44347	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	Suppressed	44308	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	Suppressed	44300	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	Suppressed	44023	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	Suppressed	44436	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	Suppressed	44151	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	Suppressed	44752	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	Suppressed	45757	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	Suppressed	46335	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	Suppressed	46389	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	Suppressed	46193	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	Suppressed	46465	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	Suppressed	46214	Suppressed	Suppressed	Suppressed
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"1999"	"1999"	15	179191	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2000"	"2000"	21	179706	11.69	22.20	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2001"	"2001"	12	178521	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2002"	"2002"	22	179349	12.27	29.61	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2003"	"2003"	28	179471	15.60	33.37	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2004"	"2004"	17	180651	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2005"	"2005"	16	181304	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2006"	"2006"	19	181739	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2007"	"2007"	16	182538	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2008"	"2008"	24	182834	13.13	20.18	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2009"	"2009"	15	184944	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2010"	"2010"	21	187077	11.23	20.70	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2011"	"2011"	20	190253	10.51	14.20	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2012"	"2012"	13	192307	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2013"	"2013"	25	192165	13.01	19.01	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2014"	"2014"	23	192290	11.96	17.61	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2015"	"2015"	12	192546	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2016"	"2016"	16	192518	Unreliable	Unreliable	0.00%
	"Arizona"	"04"	"Large Central Metro"	"1"	"1999"	"1999"	657	3004985	21.86	24.40	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2000"	"2000"	688	3072149	22.39	24.98	0.07%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2001"	"2001"	592	3175989	18.64	20.65	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2002"	"2002"	713	3255388	21.90	24.39	0.07%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2003"	"2003"	643	3328468	19.32	21.35	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2004"	"2004"	582	3417860	17.03	18.82	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2005"	"2005"	725	3538988	20.49	22.45	0.07%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2006"	"2006"	633	3642884	17.38	18.94	0.06%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2007"	"2007"	467	3711954	12.58	13.71	0.04%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2008"	"2008"	542	3771061	14.37	15.29	0.05%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2009"	"2009"	522	3803779	13.72	14.36	0.05%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2010"	"2010"	309	3817117	8.10	8.32	0.03%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2011"	"2011"	254	3880244	6.55	6.63	0.02%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2012"	"2012"	228	3942169	5.78	5.77	0.02%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2013"	"2013"	345	4009412	8.60	8.40	0.03%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2014"	"2014"	352	4087191	8.61	8.18	0.03%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2015"	"2015"	372	4167947	8.93	8.25	0.04%
	"Arizona"	"04"	"Large Central Metro"	"1"	"2016"	"2016"	406	4242997	9.57	8.52	0.04%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"1999"	"1999"	39	173364	22.50	22.12	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2000"	"2000"	40	179727	22.26	22.29	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2001"	"2001"	36	187747	19.17	18.60	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2002"	"2002"	52	197082	26.38	27.36	0.01%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2003"	"2003"	33	207920	15.87	17.01	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2004"	"2004"	36	219472	16.40	17.91	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2005"	"2005"	35	235708	14.85	16.39	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2006"	"2006"	35	271328	12.90	13.31	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2007"	"2007"	35	306174	11.43	12.96	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2008"	"2008"	35	335311	10.44	12.09	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2009"	"2009"	45	349830	12.86	13.70	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2010"	"2010"	27	375770	7.19	7.62	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2011"	"2011"	41	382992	10.71	12.20	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2012"	"2012"	28	387365	7.23	6.72	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2013"	"2013"	42	389350	10.79	10.82	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2014"	"2014"	26	401918	6.47	6.03	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2015"	"2015"	30	406584	7.38	6.07	0.00%
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2016"	"2016"	45	418540	10.75	8.52	0.00%
	"Arizona"	"04"	"Medium Metro"	"3"	"1999"	"1999"	280	828905	33.78	32.11	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2000"	"2000"	214	843746	25.36	24.01	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2001"	"2001"	246	859280	28.63	26.80	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2002"	"2002"	247	874267	28.25	26.29	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2003"	"2003"	261	885893	29.46	27.03	0.03%
	"Arizona"	"04"	"Medium Metro"	"3"	"2004"	"2004"	214	901342	23.74	21.59	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2005"	"2005"	211	920298	22.93	20.49	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2006"	"2006"	220	940930	23.38	20.55	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2007"	"2007"	149	955869	15.59	13.45	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2008"	"2008"	201	967778	20.77	17.73	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2009"	"2009"	188	975580	19.27	16.17	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2010"	"2010"	185	980263	18.87	15.64	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2011"	"2011"	144	989569	14.55	11.97	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2012"	"2012"	163	992394	16.42	12.79	0.02%
	"Arizona"	"04"	"Medium Metro"	"3"	"2013"	"2013"	133	996554	13.35	10.24	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2014"	"2014"	125	1004516	12.44	9.67	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2015"	"2015"	136	1010025	13.47	9.81	0.01%
	"Arizona"	"04"	"Medium Metro"	"3"	"2016"	"2016"	176	1016206	17.32	12.72	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"1999"	"1999"	228	700796	32.53	31.24	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2000"	"2000"	210	716650	29.30	27.39	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2001"	"2001"	188	732902	25.65	23.99	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2002"	"2002"	232	750070	30.93	28.19	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2003"	"2003"	240	766246	31.32	27.93	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2004"	"2004"	211	789518	26.73	24.14	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2005"	"2005"	214	815824	26.23	22.95	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2006"	"2006"	199	840034	23.69	20.36	0.02%
	"Arizona"	"04"	"Small Metro"	"4"	"2007"	"2007"	185	854538	21.65	18.03	0.02%
