"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Covington County, AL"	"01039"	"2010"	"2010"	113	37765	299.22	212.36	0.00%
	"Covington County, AL"	"01039"	"2011"	"2011"	127	38058	333.70	247.47	0.00%
	"Covington County, AL"	"01039"	"2012"	"2012"	124	37955	326.70	225.18	0.00%
	"Covington County, AL"	"01039"	"2013"	"2013"	123	37886	324.66	231.36	0.00%
	"Covington County, AL"	"01039"	"2014"	"2014"	151	37914	398.27	270.70	0.00%
	"Covington County, AL"	"01039"	"2015"	"2015"	163	37835	430.82	292.09	0.00%
	"Covington County, AL"	"01039"	"2016"	"2016"	131	37458	349.73	245.50	0.00%
	"Crenshaw County, AL"	"01041"	"2009"	"2009"	38	14024	270.96	212.65	0.00%
	"Crenshaw County, AL"	"01041"	"2010"	"2010"	44	13906	316.41	254.85	0.00%
	"Crenshaw County, AL"	"01041"	"2011"	"2011"	44	13911	316.30	244.68	0.00%
	"Crenshaw County, AL"	"01041"	"2012"	"2012"	42	14083	298.23	231.64	0.00%
	"Crenshaw County, AL"	"01041"	"2013"	"2013"	39	13986	278.85	207.36	0.00%
	"Crenshaw County, AL"	"01041"	"2014"	"2014"	51	13977	364.89	274.38	0.00%
	"Crenshaw County, AL"	"01041"	"2015"	"2015"	60	13963	429.71	325.37	0.00%
	"Crenshaw County, AL"	"01041"	"2016"	"2016"	38	13913	273.13	192.76	0.00%
	"Cullman County, AL"	"01043"	"2009"	"2009"	271	80351	337.27	294.64	0.01%
	"Cullman County, AL"	"01043"	"2010"	"2010"	285	80406	354.45	309.53	0.01%
	"Cullman County, AL"	"01043"	"2011"	"2011"	262	80536	325.32	281.99	0.01%
	"Cullman County, AL"	"01043"	"2012"	"2012"	233	80440	289.66	244.45	0.00%
	"Cullman County, AL"	"01043"	"2013"	"2013"	213	80811	263.58	222.68	0.00%
	"Cullman County, AL"	"01043"	"2014"	"2014"	214	81289	263.26	224.40	0.00%
	"Cullman County, AL"	"01043"	"2015"	"2015"	220	82005	268.28	222.46	0.00%
	"Cullman County, AL"	"01043"	"2016"	"2016"	245	82471	297.07	240.91	0.01%
	"Dale County, AL"	"01045"	"2009"	"2009"	138	49854	276.81	273.28	0.00%
	"Dale County, AL"	"01045"	"2010"	"2010"	130	50251	258.70	260.18	0.00%
	"Dale County, AL"	"01045"	"2011"	"2011"	126	50044	251.78	250.98	0.00%
	"Dale County, AL"	"01045"	"2012"	"2012"	123	50444	243.83	234.94	0.00%
	"Dale County, AL"	"01045"	"2013"	"2013"	124	49884	248.58	234.38	0.00%
	"Dale County, AL"	"01045"	"2014"	"2014"	117	49484	236.44	218.93	0.00%
	"Dale County, AL"	"01045"	"2015"	"2015"	131	49565	264.30	233.52	0.00%
	"Dale County, AL"	"01045"	"2016"	"2016"	136	49226	276.28	231.10	0.00%
	"Dallas County, AL"	"01047"	"2009"	"2009"	158	43759	361.07	334.66	0.00%
	"Dallas County, AL"	"01047"	"2010"	"2010"	149	43820	340.03	314.76	0.00%
	"Dallas County, AL"	"01047"	"2011"	"2011"	170	43332	392.32	349.25	0.00%
	"Dallas County, AL"	"01047"	"2012"	"2012"	156	42864	363.94	320.00	0.00%
	"Dallas County, AL"	"01047"	"2013"	"2013"	150	41996	357.18	310.47	0.00%
	"Dallas County, AL"	"01047"	"2014"	"2014"	153	41711	366.81	316.38	0.00%
	"Dallas County, AL"	"01047"	"2015"	"2015"	144	41131	350.10	293.87	0.00%
	"Dallas County, AL"	"01047"	"2016"	"2016"	164	40008	409.92	328.93	0.00%
	"DeKalb County, AL"	"01049"	"2009"	"2009"	215	70864	303.40	290.87	0.00%
	"DeKalb County, AL"	"01049"	"2010"	"2010"	247	71109	347.35	339.15	0.01%
	"DeKalb County, AL"	"01049"	"2011"	"2011"	203	71375	284.41	273.11	0.00%
	"DeKalb County, AL"	"01049"	"2012"	"2012"	201	71080	282.78	262.38	0.00%
	"DeKalb County, AL"	"01049"	"2013"	"2013"	209	71013	294.31	273.17	0.00%
	"DeKalb County, AL"	"01049"	"2014"	"2014"	227	71065	319.43	294.23	0.00%
	"DeKalb County, AL"	"01049"	"2015"	"2015"	221	71130	310.70	282.07	0.00%
	"DeKalb County, AL"	"01049"	"2016"	"2016"	211	70900	297.60	259.84	0.00%
	"Elmore County, AL"	"01051"	"2009"	"2009"	170	78632	216.20	241.57	0.00%
	"Elmore County, AL"	"01051"	"2010"	"2010"	200	79303	252.20	273.76	0.00%
	"Elmore County, AL"	"01051"	"2011"	"2011"	173	80162	215.81	230.25	0.00%
	"Elmore County, AL"	"01051"	"2012"	"2012"	172	80629	213.32	225.28	0.00%
	"Elmore County, AL"	"01051"	"2013"	"2013"	187	80902	231.14	235.34	0.00%
	"Elmore County, AL"	"01051"	"2014"	"2014"	206	80977	254.39	246.09	0.00%
	"Elmore County, AL"	"01051"	"2015"	"2015"	198	81468	243.04	237.05	0.00%
	"Elmore County, AL"	"01051"	"2016"	"2016"	171	81799	209.05	196.47	0.00%
	"Escambia County, AL"	"01053"	"2009"	"2009"	104	38249	271.90	244.86	0.00%
	"Escambia County, AL"	"01053"	"2010"	"2010"	116	38319	302.72	268.76	0.00%
	"Escambia County, AL"	"01053"	"2011"	"2011"	96	38095	252.00	227.88	0.00%
	"Escambia County, AL"	"01053"	"2012"	"2012"	121	37994	318.47	285.06	0.00%
	"Escambia County, AL"	"01053"	"2013"	"2013"	117	37983	308.03	260.68	0.00%
	"Escambia County, AL"	"01053"	"2014"	"2014"	111	37733	294.17	245.47	0.00%
	"Escambia County, AL"	"01053"	"2015"	"2015"	119	37789	314.91	257.15	0.00%
	"Escambia County, AL"	"01053"	"2016"	"2016"	112	37728	296.86	246.14	0.00%
	"Etowah County, AL"	"01055"	"2009"	"2009"	420	104239	402.92	335.52	0.01%
	"Etowah County, AL"	"01055"	"2010"	"2010"	375	104430	359.09	295.00	0.01%
	"Etowah County, AL"	"01055"	"2011"	"2011"	373	104303	357.61	291.43	0.01%
	"Etowah County, AL"	"01055"	"2012"	"2012"	355	104392	340.06	278.31	0.01%
	"Etowah County, AL"	"01055"	"2013"	"2013"	352	103931	338.69	274.59	0.01%
	"Etowah County, AL"	"01055"	"2014"	"2014"	373	103531	360.28	290.04	0.01%
	"Etowah County, AL"	"01055"	"2015"	"2015"	396	103057	384.25	298.65	0.01%
	"Etowah County, AL"	"01055"	"2016"	"2016"	382	102564	372.45	293.74	0.01%
	"Fayette County, AL"	"01057"	"2009"	"2009"	48	17310	277.30	223.67	0.00%
	"Fayette County, AL"	"01057"	"2010"	"2010"	64	17241	371.21	281.86	0.00%
	"Fayette County, AL"	"01057"	"2011"	"2011"	66	17182	384.12	286.62	0.00%
	"Fayette County, AL"	"01057"	"2012"	"2012"	46	16983	270.86	199.78	0.00%
	"Fayette County, AL"	"01057"	"2013"	"2013"	56	16909	331.18	248.77	0.00%
	"Fayette County, AL"	"01057"	"2014"	"2014"	47	16874	278.54	200.33	0.00%
	"Fayette County, AL"	"01057"	"2015"	"2015"	58	16759	346.08	253.47	0.00%
	"Fayette County, AL"	"01057"	"2016"	"2016"	60	16546	362.63	256.34	0.00%
	"Franklin County, AL"	"01059"	"2009"	"2009"	119	31589	376.71	344.32	0.00%
	"Franklin County, AL"	"01059"	"2010"	"2010"	111	31704	350.11	312.39	0.00%
	"Franklin County, AL"	"01059"	"2011"	"2011"	112	31884	351.27	312.20	0.00%
	"Franklin County, AL"	"01059"	"2012"	"2012"	107	31761	336.89	300.16	0.00%
	"Franklin County, AL"	"01059"	"2013"	"2013"	100	31532	317.14	283.17	0.00%
	"Franklin County, AL"	"01059"	"2014"	"2014"	98	31601	310.12	276.51	0.00%
	"Franklin County, AL"	"01059"	"2015"	"2015"	98	31696	309.19	264.20	0.00%
	"Franklin County, AL"	"01059"	"2016"	"2016"	83	31628	262.43	223.71	0.00%
	"Geneva County, AL"	"01061"	"2009"	"2009"	80	26653	300.15	237.43	0.00%
	"Geneva County, AL"	"01061"	"2010"	"2010"	89	26790	332.21	258.94	0.00%
	"Geneva County, AL"	"01061"	"2011"	"2011"	105	26781	392.07	300.36	0.00%
	"Geneva County, AL"	"01061"	"2012"	"2012"	97	26931	360.18	272.48	0.00%
	"Geneva County, AL"	"01061"	"2013"	"2013"	90	26727	336.74	255.80	0.00%
	"Geneva County, AL"	"01061"	"2014"	"2014"	77	26712	288.26	217.11	0.00%
	"Geneva County, AL"	"01061"	"2015"	"2015"	89	26777	332.37	243.18	0.00%
	"Geneva County, AL"	"01061"	"2016"	"2016"	101	26614	379.50	263.45	0.00%
	"Greene County, AL"	"01063"	"2009"	"2009"	33	9182	359.40	290.98	0.00%
	"Greene County, AL"	"01063"	"2010"	"2010"	47	9045	519.62	413.12	0.00%
	"Greene County, AL"	"01063"	"2011"	"2011"	45	8921	504.43	381.89	0.00%
	"Greene County, AL"	"01063"	"2012"	"2012"	37	8876	416.85	318.67	0.00%
	"Greene County, AL"	"01063"	"2013"	"2013"	23	8744	263.04	204.69	0.00%
	"Greene County, AL"	"01063"	"2014"	"2014"	43	8553	502.75	346.54	0.00%
	"Greene County, AL"	"01063"	"2015"	"2015"	35	8479	412.78	320.67	0.00%
	"Greene County, AL"	"01063"	"2016"	"2016"	31	8422	368.08	259.77	0.00%
	"Hale County, AL"	"01065"	"2009"	"2009"	58	16025	361.93	304.76	0.00%
	"Hale County, AL"	"01065"	"2010"	"2010"	58	15760	368.02	298.97	0.00%
	"Hale County, AL"	"01065"	"2011"	"2011"	62	15421	402.05	318.76	0.00%
	"Hale County, AL"	"01065"	"2012"	"2012"	44	15388	285.94	220.71	0.00%
	"Hale County, AL"	"01065"	"2013"	"2013"	51	15406	331.04	268.47	0.00%
	"Hale County, AL"	"01065"	"2014"	"2014"	54	15184	355.64	266.08	0.00%
	"Hale County, AL"	"01065"	"2015"	"2015"	51	15068	338.47	260.63	0.00%
	"Hale County, AL"	"01065"	"2016"	"2016"	57	14952	381.22	282.85	0.00%
	"Henry County, AL"	"01067"	"2009"	"2009"	53	17243	307.37	238.79	0.00%
	"Henry County, AL"	"01067"	"2010"	"2010"	59	17302	341.00	251.73	0.00%
	"Henry County, AL"	"01067"	"2011"	"2011"	63	17412	361.82	256.32	0.00%
	"Henry County, AL"	"01067"	"2012"	"2012"	69	17287	399.14	278.72	0.00%
	"Henry County, AL"	"01067"	"2013"	"2013"	58	17296	335.34	240.45	0.00%
	"Henry County, AL"	"01067"	"2014"	"2014"	50	17190	290.87	196.81	0.00%
	"Henry County, AL"	"01067"	"2015"	"2015"	51	17221	296.15	204.40	0.00%
	"Henry County, AL"	"01067"	"2016"	"2016"	56	17164	326.26	221.46	0.00%
	"Houston County, AL"	"01069"	"2009"	"2009"	224	100500	222.89	205.98	0.00%
	"Houston County, AL"	"01069"	"2010"	"2010"	206	101547	202.86	182.08	0.00%
	"Houston County, AL"	"01069"	"2011"	"2011"	173	102369	169.00	150.03	0.00%
	"Houston County, AL"	"01069"	"2012"	"2012"	217	103402	209.86	182.78	0.00%
	"Houston County, AL"	"01069"	"2013"	"2013"	237	103668	228.61	198.94	0.00%
	"Houston County, AL"	"01069"	"2014"	"2014"	227	104193	217.86	183.29	0.00%
	"Houston County, AL"	"01069"	"2015"	"2015"	234	104173	224.63	186.38	0.00%
	"Houston County, AL"	"01069"	"2016"	"2016"	258	104056	247.94	203.63	0.01%
	"Jackson County, AL"	"01071"	"2009"	"2009"	171	53461	319.86	278.43	0.00%
	"Jackson County, AL"	"01071"	"2010"	"2010"	198	53227	371.99	322.91	0.00%
	"Jackson County, AL"	"01071"	"2011"	"2011"	181	53291	339.64	280.47	0.00%
	"Jackson County, AL"	"01071"	"2012"	"2012"	174	53019	328.18	261.25	0.00%
	"Jackson County, AL"	"01071"	"2013"	"2013"	154	52951	290.83	233.08	0.00%
	"Jackson County, AL"	"01071"	"2014"	"2014"	197	52665	374.06	299.54	0.00%
	"Jackson County, AL"	"01071"	"2015"	"2015"	194	52419	370.09	279.27	0.00%
	"Jackson County, AL"	"01071"	"2016"	"2016"	200	52138	383.60	293.90	0.00%
	"Jefferson County, AL"	"01073"	"2009"	"2009"	1513	658441	229.79	207.44	0.03%
	"Jefferson County, AL"	"01073"	"2010"	"2010"	1473	658466	223.70	201.95	0.03%
	"Jefferson County, AL"	"01073"	"2011"	"2011"	1411	658931	214.13	188.99	0.03%
	"Jefferson County, AL"	"01073"	"2012"	"2012"	1530	660009	231.82	203.82	0.03%
	"Jefferson County, AL"	"01073"	"2013"	"2013"	1520	659479	230.48	199.63	0.03%
	"Jefferson County, AL"	"01073"	"2014"	"2014"	1560	660793	236.08	201.28	0.03%
	"Jefferson County, AL"	"01073"	"2015"	"2015"	1509	660367	228.51	194.71	0.03%
	"Jefferson County, AL"	"01073"	"2016"	"2016"	1397	659521	211.82	177.02	0.03%
	"Lamar County, AL"	"01075"	"2009"	"2009"	52	14689	354.01	275.91	0.00%
	"Lamar County, AL"	"01075"	"2010"	"2010"	55	14564	377.64	284.92	0.00%
	"Lamar County, AL"	"01075"	"2011"	"2011"	41	14311	286.49	209.73	0.00%
	"Lamar County, AL"	"01075"	"2012"	"2012"	55	14259	385.72	268.77	0.00%
	"Lamar County, AL"	"01075"	"2013"	"2013"	49	14236	344.20	243.83	0.00%
	"Lamar County, AL"	"01075"	"2014"	"2014"	45	14086	319.47	210.61	0.00%
	"Lamar County, AL"	"01075"	"2015"	"2015"	64	13886	460.90	312.94	0.00%
	"Lamar County, AL"	"01075"	"2016"	"2016"	55	13918	395.17	276.21	0.00%
	"Lauderdale County, AL"	"01077"	"2009"	"2009"	221	92526	238.85	190.04	0.00%
	"Lauderdale County, AL"	"01077"	"2010"	"2010"	237	92709	255.64	200.02	0.00%
	"Lauderdale County, AL"	"01077"	"2011"	"2011"	227	92781	244.66	189.22	0.00%
