"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Colorado"	"08"	"2015"	"2015"	36349	5456574	666.15	665.03	0.08%
	"Colorado"	"08"	"2016"	"2016"	37530	5540545	677.37	669.55	0.08%
"Total"	"Colorado"	"08"			561298	87520147	641.34	713.72	1.25%
	"Connecticut"	"09"	"1999"	"1999"	29446	3386401	869.54	783.23	0.07%
	"Connecticut"	"09"	"2000"	"2000"	30129	3405565	884.70	793.02	0.07%
	"Connecticut"	"09"	"2001"	"2001"	29827	3432835	868.87	772.09	0.07%
	"Connecticut"	"09"	"2002"	"2002"	30122	3458749	870.89	766.14	0.07%
	"Connecticut"	"09"	"2003"	"2003"	29627	3484336	850.29	739.68	0.07%
	"Connecticut"	"09"	"2004"	"2004"	29314	3496094	838.48	725.15	0.07%
	"Connecticut"	"09"	"2005"	"2005"	29467	3506956	840.24	717.70	0.07%
	"Connecticut"	"09"	"2006"	"2006"	29260	3517460	831.85	704.60	0.07%
	"Connecticut"	"09"	"2007"	"2007"	28651	3527270	812.27	680.52	0.06%
	"Connecticut"	"09"	"2008"	"2008"	28794	3545579	812.11	671.86	0.06%
	"Connecticut"	"09"	"2009"	"2009"	28585	3561807	802.54	659.28	0.06%
	"Connecticut"	"09"	"2010"	"2010"	28692	3574097	802.78	652.92	0.06%
	"Connecticut"	"09"	"2011"	"2011"	29526	3580709	824.59	660.55	0.07%
	"Connecticut"	"09"	"2012"	"2012"	29316	3590347	816.52	648.16	0.07%
	"Connecticut"	"09"	"2013"	"2013"	29632	3596080	824.01	646.32	0.07%
	"Connecticut"	"09"	"2014"	"2014"	29860	3596677	830.21	646.46	0.07%
	"Connecticut"	"09"	"2015"	"2015"	30535	3590886	850.35	656.13	0.07%
	"Connecticut"	"09"	"2016"	"2016"	30543	3576452	854.00	654.01	0.07%
"Total"	"Connecticut"	"09"			531326	63428300	837.68	696.08	1.18%
	"Delaware"	"10"	"1999"	"1999"	6666	774990	860.14	881.62	0.01%
	"Delaware"	"10"	"2000"	"2000"	6875	783600	877.36	897.05	0.02%
	"Delaware"	"10"	"2001"	"2001"	7112	795699	893.81	903.08	0.02%
	"Delaware"	"10"	"2002"	"2002"	6861	806169	851.06	849.30	0.02%
	"Delaware"	"10"	"2003"	"2003"	7070	818003	864.30	852.95	0.02%
	"Delaware"	"10"	"2004"	"2004"	7143	830803	859.77	838.25	0.02%
	"Delaware"	"10"	"2005"	"2005"	7472	845150	884.10	851.38	0.02%
	"Delaware"	"10"	"2006"	"2006"	7204	859268	838.39	795.73	0.02%
	"Delaware"	"10"	"2007"	"2007"	7327	871749	840.49	786.10	0.02%
	"Delaware"	"10"	"2008"	"2008"	7622	883874	862.34	793.52	0.02%
	"Delaware"	"10"	"2009"	"2009"	7534	891730	844.87	768.05	0.02%
	"Delaware"	"10"	"2010"	"2010"	7706	897934	858.19	769.91	0.02%
	"Delaware"	"10"	"2011"	"2011"	7845	907135	864.81	764.22	0.02%
	"Delaware"	"10"	"2012"	"2012"	7875	917092	858.69	745.40	0.02%
	"Delaware"	"10"	"2013"	"2013"	7967	925749	860.60	726.79	0.02%
	"Delaware"	"10"	"2014"	"2014"	8260	935614	882.84	733.98	0.02%
	"Delaware"	"10"	"2015"	"2015"	8582	945934	907.25	741.50	0.02%
	"Delaware"	"10"	"2016"	"2016"	8874	952065	932.08	746.15	0.02%
"Total"	"Delaware"	"10"			135995	15642558	869.39	795.23	0.30%
	"District of Columbia"	"11"	"1999"	"1999"	6076	570213	1065.57	1087.32	0.01%
	"District of Columbia"	"11"	"2000"	"2000"	6001	572059	1049.02	1061.25	0.01%
	"District of Columbia"	"11"	"2001"	"2001"	5951	574504	1035.85	1049.94	0.01%
	"District of Columbia"	"11"	"2002"	"2002"	5851	573158	1020.84	1034.11	0.01%
	"District of Columbia"	"11"	"2003"	"2003"	5573	568502	980.30	992.99	0.01%
	"District of Columbia"	"11"	"2004"	"2004"	5454	567754	960.63	972.09	0.01%
	"District of Columbia"	"11"	"2005"	"2005"	5483	567136	966.79	970.59	0.01%
	"District of Columbia"	"11"	"2006"	"2006"	5344	570681	936.43	951.74	0.01%
	"District of Columbia"	"11"	"2007"	"2007"	5188	574404	903.20	911.24	0.01%
	"District of Columbia"	"11"	"2008"	"2008"	5140	580236	885.85	897.57	0.01%
	"District of Columbia"	"11"	"2009"	"2009"	4834	592228	816.24	833.33	0.01%
	"District of Columbia"	"11"	"2010"	"2010"	4672	601723	776.44	792.43	0.01%
	"District of Columbia"	"11"	"2011"	"2011"	4589	617996	742.56	755.87	0.01%
	"District of Columbia"	"11"	"2012"	"2012"	4650	632323	735.38	757.15	0.01%
	"District of Columbia"	"11"	"2013"	"2013"	4719	646449	729.99	752.00	0.01%
	"District of Columbia"	"11"	"2014"	"2014"	4723	658893	716.81	743.82	0.01%
	"District of Columbia"	"11"	"2015"	"2015"	4871	672228	724.61	748.64	0.01%
	"District of Columbia"	"11"	"2016"	"2016"	5037	681170	739.46	766.00	0.01%
"Total"	"District of Columbia"	"11"			94156	10821657	870.07	888.79	0.21%
	"Florida"	"12"	"1999"	"1999"	163224	15759421	1035.72	812.78	0.36%
	"Florida"	"12"	"2000"	"2000"	164395	15982378	1028.60	807.82	0.37%
	"Florida"	"12"	"2001"	"2001"	167269	16356966	1022.62	806.08	0.37%
	"Florida"	"12"	"2002"	"2002"	167814	16689370	1005.51	796.21	0.37%
	"Florida"	"12"	"2003"	"2003"	168657	17004085	991.86	786.69	0.38%
	"Florida"	"12"	"2004"	"2004"	169008	17415318	970.46	771.60	0.38%
	"Florida"	"12"	"2005"	"2005"	170791	17842038	957.24	761.86	0.38%
	"Florida"	"12"	"2006"	"2006"	170066	18166990	936.13	745.62	0.38%
	"Florida"	"12"	"2007"	"2007"	168096	18367842	915.16	723.25	0.37%
	"Florida"	"12"	"2008"	"2008"	170703	18527305	921.36	718.06	0.38%
	"Florida"	"12"	"2009"	"2009"	169924	18652644	910.99	700.14	0.38%
	"Florida"	"12"	"2010"	"2010"	173791	18801310	924.36	701.08	0.39%
	"Florida"	"12"	"2011"	"2011"	173976	19057542	912.90	677.14	0.39%
	"Florida"	"12"	"2012"	"2012"	177291	19317568	917.77	669.90	0.39%
	"Florida"	"12"	"2013"	"2013"	181112	19552860	926.27	663.37	0.40%
	"Florida"	"12"	"2014"	"2014"	185956	19893297	934.77	662.03	0.41%
	"Florida"	"12"	"2015"	"2015"	191737	20271272	945.86	662.87	0.43%
	"Florida"	"12"	"2016"	"2016"	197313	20612439	957.25	666.59	0.44%
"Total"	"Florida"	"12"			3131123	328270645	953.82	723.82	6.97%
	"Georgia"	"13"	"1999"	"1999"	62028	8045965	770.92	964.89	0.14%
	"Georgia"	"13"	"2000"	"2000"	63870	8186453	780.19	980.96	0.14%
	"Georgia"	"13"	"2001"	"2001"	64485	8377038	769.78	966.45	0.14%
	"Georgia"	"13"	"2002"	"2002"	65449	8508256	769.24	961.58	0.15%
	"Georgia"	"13"	"2003"	"2003"	66478	8622793	770.96	956.82	0.15%
	"Georgia"	"13"	"2004"	"2004"	65818	8769252	750.55	926.36	0.15%
	"Georgia"	"13"	"2005"	"2005"	66736	8925922	747.67	910.49	0.15%
	"Georgia"	"13"	"2006"	"2006"	67808	9155813	740.60	890.21	0.15%
	"Georgia"	"13"	"2007"	"2007"	68331	9349988	730.81	872.03	0.15%
	"Georgia"	"13"	"2008"	"2008"	69640	9504843	732.68	864.13	0.16%
	"Georgia"	"13"	"2009"	"2009"	69712	9620846	724.59	842.32	0.16%
	"Georgia"	"13"	"2010"	"2010"	71263	9687653	735.61	845.36	0.16%
	"Georgia"	"13"	"2011"	"2011"	71248	9815210	725.89	815.74	0.16%
	"Georgia"	"13"	"2012"	"2012"	72847	9919945	734.35	808.58	0.16%
	"Georgia"	"13"	"2013"	"2013"	75088	9992167	751.47	806.19	0.17%
	"Georgia"	"13"	"2014"	"2014"	76887	10097343	761.46	801.93	0.17%
	"Georgia"	"13"	"2015"	"2015"	79942	10214860	782.60	808.06	0.18%
	"Georgia"	"13"	"2016"	"2016"	81428	10310371	789.77	800.42	0.18%
"Total"	"Georgia"	"13"			1259058	167104718	753.45	869.83	2.80%
	"Hawaii"	"15"	"1999"	"1999"	8270	1210300	683.30	688.85	0.02%
	"Hawaii"	"15"	"2000"	"2000"	8290	1211537	684.25	675.91	0.02%
	"Hawaii"	"15"	"2001"	"2001"	8394	1225948	684.69	660.44	0.02%
	"Hawaii"	"15"	"2002"	"2002"	8801	1239613	709.98	673.40	0.02%
	"Hawaii"	"15"	"2003"	"2003"	8978	1251154	717.58	667.12	0.02%
	"Hawaii"	"15"	"2004"	"2004"	9030	1273569	709.03	652.86	0.02%
	"Hawaii"	"15"	"2005"	"2005"	9136	1292729	706.72	638.29	0.02%
	"Hawaii"	"15"	"2006"	"2006"	9432	1309731	720.15	643.38	0.02%
	"Hawaii"	"15"	"2007"	"2007"	9495	1315675	721.68	630.97	0.02%
	"Hawaii"	"15"	"2008"	"2008"	9501	1332213	713.17	613.61	0.02%
	"Hawaii"	"15"	"2009"	"2009"	9914	1346717	736.16	621.93	0.02%
	"Hawaii"	"15"	"2010"	"2010"	9617	1360301	706.98	589.57	0.02%
	"Hawaii"	"15"	"2011"	"2011"	9923	1374810	721.77	584.91	0.02%
	"Hawaii"	"15"	"2012"	"2012"	10274	1392313	737.91	586.52	0.02%
	"Hawaii"	"15"	"2013"	"2013"	10505	1404054	748.19	590.77	0.02%
	"Hawaii"	"15"	"2014"	"2014"	10767	1419561	758.47	588.73	0.02%
	"Hawaii"	"15"	"2015"	"2015"	11053	1431603	772.07	588.23	0.02%
	"Hawaii"	"15"	"2016"	"2016"	10913	1428557	763.92	572.03	0.02%
"Total"	"Hawaii"	"15"			172293	23820385	723.30	620.71	0.38%
	"Idaho"	"16"	"1999"	"1999"	9579	1275674	750.90	825.22	0.02%
	"Idaho"	"16"	"2000"	"2000"	9563	1293953	739.05	809.41	0.02%
	"Idaho"	"16"	"2001"	"2001"	9753	1319962	738.88	803.50	0.02%
	"Idaho"	"16"	"2002"	"2002"	9923	1340372	740.32	798.80	0.02%
	"Idaho"	"16"	"2003"	"2003"	10380	1363380	761.34	812.84	0.02%
	"Idaho"	"16"	"2004"	"2004"	10028	1391802	720.50	766.22	0.02%
	"Idaho"	"16"	"2005"	"2005"	10556	1428241	739.09	781.16	0.02%
	"Idaho"	"16"	"2006"	"2006"	10613	1468669	722.63	755.98	0.02%
	"Idaho"	"16"	"2007"	"2007"	10822	1505105	719.02	746.97	0.02%
	"Idaho"	"16"	"2008"	"2008"	10962	1534320	714.45	736.76	0.02%
	"Idaho"	"16"	"2009"	"2009"	11098	1554439	713.96	725.11	0.02%
	"Idaho"	"16"	"2010"	"2010"	11429	1567582	729.08	731.58	0.03%
	"Idaho"	"16"	"2011"	"2011"	12027	1584985	758.81	745.00	0.03%
	"Idaho"	"16"	"2012"	"2012"	11998	1595728	751.88	726.57	0.03%
	"Idaho"	"16"	"2013"	"2013"	12434	1612136	771.27	730.63	0.03%
	"Idaho"	"16"	"2014"	"2014"	12613	1634464	771.69	723.76	0.03%
	"Idaho"	"16"	"2015"	"2015"	13026	1654930	787.10	727.78	0.03%
	"Idaho"	"16"	"2016"	"2016"	13366	1683140	794.11	724.99	0.03%
"Total"	"Idaho"	"16"			200170	26808882	746.66	754.52	0.45%
	"Illinois"	"17"	"1999"	"1999"	108436	12359020	877.38	905.12	0.24%
	"Illinois"	"17"	"2000"	"2000"	106634	12419293	858.62	883.05	0.24%
	"Illinois"	"17"	"2001"	"2001"	105430	12488445	844.22	863.54	0.23%
	"Illinois"	"17"	"2002"	"2002"	106667	12525556	851.59	866.67	0.24%
	"Illinois"	"17"	"2003"	"2003"	105325	12556006	838.84	846.61	0.23%
	"Illinois"	"17"	"2004"	"2004"	102670	12589773	815.50	816.83	0.23%
	"Illinois"	"17"	"2005"	"2005"	103974	12609903	824.54	817.54	0.23%
	"Illinois"	"17"	"2006"	"2006"	102171	12643955	808.06	794.37	0.23%
	"Illinois"	"17"	"2007"	"2007"	100503	12695866	791.62	770.27	0.22%
	"Illinois"	"17"	"2008"	"2008"	103471	12747038	811.73	781.95	0.23%
	"Illinois"	"17"	"2009"	"2009"	100056	12796778	781.88	746.89	0.22%
	"Illinois"	"17"	"2010"	"2010"	99931	12830632	778.85	736.94	0.22%
	"Illinois"	"17"	"2011"	"2011"	101906	12869257	791.86	737.40	0.23%
	"Illinois"	"17"	"2012"	"2012"	102433	12875255	795.58	728.73	0.23%
	"Illinois"	"17"	"2013"	"2013"	103401	12882135	802.67	723.97	0.23%
	"Illinois"	"17"	"2014"	"2014"	105293	12880580	817.46	726.01	0.23%
	"Illinois"	"17"	"2015"	"2015"	106872	12859995	831.04	728.30	0.24%
	"Illinois"	"17"	"2016"	"2016"	107020	12801539	835.99	724.29	0.24%
"Total"	"Illinois"	"17"			1872193	228431026	819.59	785.38	4.17%
	"Indiana"	"18"	"1999"	"1999"	55303	6044969	914.86	934.71	0.12%
	"Indiana"	"18"	"2000"	"2000"	55469	6080485	912.25	929.55	0.12%
	"Indiana"	"18"	"2001"	"2001"	55198	6127760	900.79	912.72	0.12%
	"Indiana"	"18"	"2002"	"2002"	55396	6155967	899.87	906.10	0.12%
	"Indiana"	"18"	"2003"	"2003"	55968	6196638	903.20	902.23	0.12%
	"Indiana"	"18"	"2004"	"2004"	54211	6233007	869.74	864.13	0.12%
	"Indiana"	"18"	"2005"	"2005"	55675	6278616	886.74	874.32	0.12%
	"Indiana"	"18"	"2006"	"2006"	55622	6332669	878.33	856.84	0.12%
	"Indiana"	"18"	"2007"	"2007"	54000	6379599	846.45	817.07	0.12%
	"Indiana"	"18"	"2008"	"2008"	56752	6424806	883.33	843.80	0.13%
	"Indiana"	"18"	"2009"	"2009"	55973	6459325	866.55	820.60	0.12%
	"Indiana"	"18"	"2010"	"2010"	56743	6483802	875.15	820.60	0.13%
	"Indiana"	"18"	"2011"	"2011"	58202	6516922	893.09	825.14	0.13%
	"Indiana"	"18"	"2012"	"2012"	59332	6537334	907.59	827.52	0.13%
	"Indiana"	"18"	"2013"	"2013"	60716	6570902	924.01	832.25	0.14%
	"Indiana"	"18"	"2014"	"2014"	60940	6596855	923.77	822.28	0.14%
	"Indiana"	"18"	"2015"	"2015"	62713	6619680	947.37	833.95	0.14%
	"Indiana"	"18"	"2016"	"2016"	63473	6633053	956.92	835.03	0.14%
"Total"	"Indiana"	"18"			1031686	114672389	899.68	855.79	2.30%
	"Iowa"	"19"	"1999"	"1999"	28411	2917634	973.77	806.35	0.06%
	"Iowa"	"19"	"2000"	"2000"	28060	2926324	958.88	794.68	0.06%
	"Iowa"	"19"	"2001"	"2001"	27791	2931997	947.85	780.15	0.06%
	"Iowa"	"19"	"2002"	"2002"	27978	2934234	953.50	779.92	0.06%
	"Iowa"	"19"	"2003"	"2003"	28062	2941999	953.84	776.22	0.06%
	"Iowa"	"19"	"2004"	"2004"	26897	2953635	910.64	738.31	0.06%
	"Iowa"	"19"	"2005"	"2005"	27811	2964454	938.15	757.47	0.06%
	"Iowa"	"19"	"2006"	"2006"	27362	2982644	917.37	736.05	0.06%
	"Iowa"	"19"	"2007"	"2007"	27221	2999212	907.61	724.21	0.06%
	"Iowa"	"19"	"2008"	"2008"	28541	3016734	946.09	752.63	0.06%
	"Iowa"	"19"	"2009"	"2009"	27544	3032870	908.18	723.01	0.06%
	"Iowa"	"19"	"2010"	"2010"	27745	3046355	910.76	721.67	0.06%
	"Iowa"	"19"	"2011"	"2011"	28184	3062309	920.35	722.70	0.06%
	"Iowa"	"19"	"2012"	"2012"	28389	3074186	923.46	718.34	0.06%
	"Iowa"	"19"	"2013"	"2013"	28948	3090416	936.70	723.74	0.06%
	"Iowa"	"19"	"2014"	"2014"	29190	3107126	939.45	722.93	0.06%
	"Iowa"	"19"	"2015"	"2015"	29600	3123899	947.53	724.62	0.07%
	"Iowa"	"19"	"2016"	"2016"	29538	3134693	942.29	721.09	0.07%
"Total"	"Iowa"	"19"			507272	54240721	935.22	744.58	1.13%
	"Kansas"	"20"	"1999"	"1999"	24472	2678338	913.70	848.11	0.05%
	"Kansas"	"20"	"2000"	"2000"	24717	2688418	919.39	850.48	0.06%
	"Kansas"	"20"	"2001"	"2001"	24647	2702162	912.12	844.36	0.05%
	"Kansas"	"20"	"2002"	"2002"	25021	2713535	922.08	851.29	0.06%
	"Kansas"	"20"	"2003"	"2003"	24593	2723004	903.16	829.52	0.05%
	"Kansas"	"20"	"2004"	"2004"	23818	2734373	871.06	798.00	0.05%
	"Kansas"	"20"	"2005"	"2005"	24682	2745299	899.06	816.81	0.05%
	"Kansas"	"20"	"2006"	"2006"	24553	2762931	888.66	802.16	0.05%
	"Kansas"	"20"	"2007"	"2007"	24491	2783785	879.77	787.81	0.05%
	"Kansas"	"20"	"2008"	"2008"	24975	2808076	889.40	794.33	0.06%
	"Kansas"	"20"	"2009"	"2009"	24024	2832704	848.09	757.81	0.05%
	"Kansas"	"20"	"2010"	"2010"	24502	2853118	858.78	762.22	0.05%
	"Kansas"	"20"	"2011"	"2011"	25116	2871238	874.74	767.17	0.06%
	"Kansas"	"20"	"2012"	"2012"	25145	2885905	871.30	760.95	0.06%
	"Kansas"	"20"	"2013"	"2013"	25414	2893957	878.17	757.71	0.06%
	"Kansas"	"20"	"2014"	"2014"	25793	2904021	888.18	759.28	0.06%
	"Kansas"	"20"	"2015"	"2015"	26664	2911641	915.77	774.12	0.06%
	"Kansas"	"20"	"2016"	"2016"	26245	2907289	902.73	756.79	0.06%
"Total"	"Kansas"	"20"			448872	50399794	890.62	793.72	1.00%
	"Kentucky"	"21"	"1999"	"1999"	39321	4018053	978.61	1004.07	0.09%
	"Kentucky"	"21"	"2000"	"2000"	39504	4041769	977.39	998.55	0.09%
	"Kentucky"	"21"	"2001"	"2001"	39861	4068132	979.84	997.13	0.09%
	"Kentucky"	"21"	"2002"	"2002"	40697	4089875	995.07	1009.69	0.09%
	"Kentucky"	"21"	"2003"	"2003"	40241	4117170	977.39	986.38	0.09%
	"Kentucky"	"21"	"2004"	"2004"	38646	4146101	932.10	935.27	0.09%
	"Kentucky"	"21"	"2005"	"2005"	40223	4182742	961.64	954.67	0.09%
	"Kentucky"	"21"	"2006"	"2006"	40102	4219239	950.46	932.29	0.09%
	"Kentucky"	"21"	"2007"	"2007"	40090	4256672	941.82	915.29	0.09%
