"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"District of Columbia"	"11"	"1999"	"1999"	10	570213	Unreliable	Unreliable	0.01%
	"District of Columbia"	"11"	"2000"	"2000"	10	572059	Unreliable	Unreliable	0.01%
	"District of Columbia"	"11"	"2001"	"2001"	11	574504	Unreliable	Unreliable	0.01%
	"District of Columbia"	"11"	"2002"	"2002"	Suppressed	573158	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"2003"	"2003"	Suppressed	568502	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"2004"	"2004"	12	567754	Unreliable	Unreliable	0.01%
	"District of Columbia"	"11"	"2005"	"2005"	10	567136	Unreliable	Unreliable	0.01%
	"District of Columbia"	"11"	"2006"	"2006"	11	570681	Unreliable	Unreliable	0.01%
	"District of Columbia"	"11"	"2007"	"2007"	Suppressed	574404	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"2008"	"2008"	Suppressed	580236	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"2009"	"2009"	Suppressed	592228	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"2010"	"2010"	10	601723	Unreliable	Unreliable	0.01%
	"District of Columbia"	"11"	"2011"	"2011"	Suppressed	617996	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"2012"	"2012"	Suppressed	632323	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"2013"	"2013"	Suppressed	646449	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"2014"	"2014"	Suppressed	658893	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"2015"	"2015"	Suppressed	672228	Suppressed	Suppressed	Suppressed
	"District of Columbia"	"11"	"2016"	"2016"	Suppressed	681170	Suppressed	Suppressed	Suppressed
	"Florida"	"12"	"1999"	"1999"	561	15759421	3.56	2.94	0.37%
	"Florida"	"12"	"2000"	"2000"	551	15982378	3.45	2.82	0.36%
	"Florida"	"12"	"2001"	"2001"	549	16356966	3.36	2.72	0.36%
	"Florida"	"12"	"2002"	"2002"	563	16689370	3.37	2.77	0.37%
	"Florida"	"12"	"2003"	"2003"	632	17004085	3.72	3.02	0.42%
	"Florida"	"12"	"2004"	"2004"	630	17415318	3.62	2.95	0.41%
	"Florida"	"12"	"2005"	"2005"	627	17842038	3.51	2.84	0.41%
	"Florida"	"12"	"2006"	"2006"	679	18166990	3.74	3.00	0.45%
	"Florida"	"12"	"2007"	"2007"	702	18367842	3.82	3.05	0.46%
	"Florida"	"12"	"2008"	"2008"	674	18527305	3.64	2.85	0.44%
	"Florida"	"12"	"2009"	"2009"	731	18652644	3.92	3.06	0.48%
	"Florida"	"12"	"2010"	"2010"	673	18801310	3.58	2.77	0.44%
	"Florida"	"12"	"2011"	"2011"	775	19057542	4.07	3.06	0.51%
	"Florida"	"12"	"2012"	"2012"	788	19317568	4.08	3.06	0.52%
	"Florida"	"12"	"2013"	"2013"	790	19552860	4.04	2.93	0.52%
	"Florida"	"12"	"2014"	"2014"	758	19893297	3.81	2.73	0.50%
	"Florida"	"12"	"2015"	"2015"	752	20271272	3.71	2.67	0.50%
	"Florida"	"12"	"2016"	"2016"	650	20612439	3.15	2.23	0.43%
	"Georgia"	"13"	"1999"	"1999"	170	8045965	2.11	2.45	0.11%
	"Georgia"	"13"	"2000"	"2000"	182	8186453	2.22	2.59	0.12%
	"Georgia"	"13"	"2001"	"2001"	216	8377038	2.58	2.96	0.14%
	"Georgia"	"13"	"2002"	"2002"	189	8508256	2.22	2.57	0.12%
	"Georgia"	"13"	"2003"	"2003"	174	8622793	2.02	2.38	0.11%
	"Georgia"	"13"	"2004"	"2004"	203	8769252	2.31	2.66	0.13%
	"Georgia"	"13"	"2005"	"2005"	194	8925922	2.17	2.48	0.13%
	"Georgia"	"13"	"2006"	"2006"	207	9155813	2.26	2.56	0.14%
	"Georgia"	"13"	"2007"	"2007"	193	9349988	2.06	2.34	0.13%
	"Georgia"	"13"	"2008"	"2008"	208	9504843	2.19	2.47	0.14%
	"Georgia"	"13"	"2009"	"2009"	214	9620846	2.22	2.42	0.14%
	"Georgia"	"13"	"2010"	"2010"	225	9687653	2.32	2.52	0.15%
	"Georgia"	"13"	"2011"	"2011"	226	9815210	2.30	2.52	0.15%
	"Georgia"	"13"	"2012"	"2012"	213	9919945	2.15	2.27	0.14%
	"Georgia"	"13"	"2013"	"2013"	253	9992167	2.53	2.70	0.17%
	"Georgia"	"13"	"2014"	"2014"	251	10097343	2.49	2.51	0.17%
	"Georgia"	"13"	"2015"	"2015"	231	10214860	2.26	2.27	0.15%
	"Georgia"	"13"	"2016"	"2016"	250	10310371	2.42	2.41	0.16%
	"Hawaii"	"15"	"1999"	"1999"	15	1210300	Unreliable	Unreliable	0.01%
	"Hawaii"	"15"	"2000"	"2000"	19	1211537	Unreliable	Unreliable	0.01%
	"Hawaii"	"15"	"2001"	"2001"	20	1225948	1.63	1.57	0.01%
	"Hawaii"	"15"	"2002"	"2002"	22	1239613	1.77	1.66	0.01%
	"Hawaii"	"15"	"2003"	"2003"	30	1251154	2.40	2.15	0.02%
	"Hawaii"	"15"	"2004"	"2004"	22	1273569	1.73	1.57	0.01%
	"Hawaii"	"15"	"2005"	"2005"	23	1292729	1.78	1.64	0.02%
	"Hawaii"	"15"	"2006"	"2006"	25	1309731	1.91	1.78	0.02%
	"Hawaii"	"15"	"2007"	"2007"	22	1315675	1.67	1.51	0.01%
	"Hawaii"	"15"	"2008"	"2008"	17	1332213	Unreliable	Unreliable	0.01%
	"Hawaii"	"15"	"2009"	"2009"	24	1346717	1.78	1.44	0.02%
	"Hawaii"	"15"	"2010"	"2010"	30	1360301	2.21	1.79	0.02%
	"Hawaii"	"15"	"2011"	"2011"	18	1374810	Unreliable	Unreliable	0.01%
	"Hawaii"	"15"	"2012"	"2012"	33	1392313	2.37	1.88	0.02%
	"Hawaii"	"15"	"2013"	"2013"	29	1404054	2.07	1.63	0.02%
	"Hawaii"	"15"	"2014"	"2014"	28	1419561	1.97	1.66	0.02%
	"Hawaii"	"15"	"2015"	"2015"	33	1431603	2.31	1.75	0.02%
	"Hawaii"	"15"	"2016"	"2016"	25	1428557	1.75	1.36	0.02%
	"Idaho"	"16"	"1999"	"1999"	33	1275674	2.59	2.82	0.02%
	"Idaho"	"16"	"2000"	"2000"	36	1293953	2.78	3.01	0.02%
	"Idaho"	"16"	"2001"	"2001"	39	1319962	2.95	3.13	0.03%
	"Idaho"	"16"	"2002"	"2002"	42	1340372	3.13	3.39	0.03%
	"Idaho"	"16"	"2003"	"2003"	45	1363380	3.30	3.50	0.03%
	"Idaho"	"16"	"2004"	"2004"	46	1391802	3.31	3.52	0.03%
	"Idaho"	"16"	"2005"	"2005"	47	1428241	3.29	3.43	0.03%
	"Idaho"	"16"	"2006"	"2006"	39	1468669	2.66	2.67	0.03%
	"Idaho"	"16"	"2007"	"2007"	44	1505105	2.92	3.03	0.03%
	"Idaho"	"16"	"2008"	"2008"	48	1534320	3.13	3.15	0.03%
	"Idaho"	"16"	"2009"	"2009"	57	1554439	3.67	3.59	0.04%
	"Idaho"	"16"	"2010"	"2010"	57	1567582	3.64	3.62	0.04%
	"Idaho"	"16"	"2011"	"2011"	57	1584985	3.60	3.57	0.04%
	"Idaho"	"16"	"2012"	"2012"	56	1595728	3.51	3.37	0.04%
	"Idaho"	"16"	"2013"	"2013"	66	1612136	4.09	3.79	0.04%
	"Idaho"	"16"	"2014"	"2014"	60	1634464	3.67	3.24	0.04%
	"Idaho"	"16"	"2015"	"2015"	67	1654930	4.05	3.56	0.04%
	"Idaho"	"16"	"2016"	"2016"	54	1683140	3.21	2.93	0.04%
	"Illinois"	"17"	"1999"	"1999"	281	12359020	2.27	2.37	0.19%
	"Illinois"	"17"	"2000"	"2000"	280	12419293	2.25	2.32	0.18%
	"Illinois"	"17"	"2001"	"2001"	259	12488445	2.07	2.13	0.17%
	"Illinois"	"17"	"2002"	"2002"	304	12525556	2.43	2.49	0.20%
	"Illinois"	"17"	"2003"	"2003"	285	12556006	2.27	2.30	0.19%
	"Illinois"	"17"	"2004"	"2004"	334	12589773	2.65	2.67	0.22%
	"Illinois"	"17"	"2005"	"2005"	336	12609903	2.66	2.65	0.22%
	"Illinois"	"17"	"2006"	"2006"	333	12643955	2.63	2.59	0.22%
	"Illinois"	"17"	"2007"	"2007"	338	12695866	2.66	2.61	0.22%
	"Illinois"	"17"	"2008"	"2008"	297	12747038	2.33	2.25	0.20%
	"Illinois"	"17"	"2009"	"2009"	359	12796778	2.81	2.72	0.24%
	"Illinois"	"17"	"2010"	"2010"	308	12830632	2.40	2.29	0.20%
	"Illinois"	"17"	"2011"	"2011"	322	12869257	2.50	2.38	0.21%
	"Illinois"	"17"	"2012"	"2012"	356	12875255	2.76	2.56	0.23%
	"Illinois"	"17"	"2013"	"2013"	384	12882135	2.98	2.71	0.25%
	"Illinois"	"17"	"2014"	"2014"	350	12880580	2.72	2.42	0.23%
	"Illinois"	"17"	"2015"	"2015"	312	12859995	2.43	2.16	0.21%
	"Illinois"	"17"	"2016"	"2016"	303	12801539	2.37	2.05	0.20%
	"Indiana"	"18"	"1999"	"1999"	183	6044969	3.03	3.09	0.12%
	"Indiana"	"18"	"2000"	"2000"	191	6080485	3.14	3.19	0.13%
	"Indiana"	"18"	"2001"	"2001"	148	6127760	2.42	2.43	0.10%
	"Indiana"	"18"	"2002"	"2002"	183	6155967	2.97	2.96	0.12%
	"Indiana"	"18"	"2003"	"2003"	174	6196638	2.81	2.77	0.11%
	"Indiana"	"18"	"2004"	"2004"	189	6233007	3.03	2.98	0.12%
	"Indiana"	"18"	"2005"	"2005"	183	6278616	2.91	2.87	0.12%
	"Indiana"	"18"	"2006"	"2006"	186	6332669	2.94	2.85	0.12%
	"Indiana"	"18"	"2007"	"2007"	192	6379599	3.01	2.86	0.13%
	"Indiana"	"18"	"2008"	"2008"	191	6424806	2.97	2.79	0.13%
	"Indiana"	"18"	"2009"	"2009"	247	6459325	3.82	3.59	0.16%
	"Indiana"	"18"	"2010"	"2010"	214	6483802	3.30	3.12	0.14%
	"Indiana"	"18"	"2011"	"2011"	228	6516922	3.50	3.20	0.15%
	"Indiana"	"18"	"2012"	"2012"	193	6537334	2.95	2.67	0.13%
	"Indiana"	"18"	"2013"	"2013"	230	6570902	3.50	3.22	0.15%
	"Indiana"	"18"	"2014"	"2014"	197	6596855	2.99	2.69	0.13%
	"Indiana"	"18"	"2015"	"2015"	202	6619680	3.05	2.68	0.13%
	"Indiana"	"18"	"2016"	"2016"	197	6633053	2.97	2.55	0.13%
	"Iowa"	"19"	"1999"	"1999"	95	2917634	3.26	2.99	0.06%
	"Iowa"	"19"	"2000"	"2000"	77	2926324	2.63	2.37	0.05%
	"Iowa"	"19"	"2001"	"2001"	70	2931997	2.39	2.18	0.05%
	"Iowa"	"19"	"2002"	"2002"	74	2934234	2.52	2.26	0.05%
	"Iowa"	"19"	"2003"	"2003"	68	2941999	2.31	2.10	0.04%
	"Iowa"	"19"	"2004"	"2004"	86	2953635	2.91	2.63	0.06%
	"Iowa"	"19"	"2005"	"2005"	94	2964454	3.17	2.74	0.06%
	"Iowa"	"19"	"2006"	"2006"	90	2982644	3.02	2.64	0.06%
	"Iowa"	"19"	"2007"	"2007"	74	2999212	2.47	2.10	0.05%
	"Iowa"	"19"	"2008"	"2008"	100	3016734	3.31	2.87	0.07%
	"Iowa"	"19"	"2009"	"2009"	114	3032870	3.76	3.23	0.08%
	"Iowa"	"19"	"2010"	"2010"	101	3046355	3.32	2.80	0.07%
	"Iowa"	"19"	"2011"	"2011"	105	3062309	3.43	2.98	0.07%
	"Iowa"	"19"	"2012"	"2012"	109	3074186	3.55	2.93	0.07%
	"Iowa"	"19"	"2013"	"2013"	105	3090416	3.40	2.80	0.07%
	"Iowa"	"19"	"2014"	"2014"	114	3107126	3.67	3.02	0.08%
	"Iowa"	"19"	"2015"	"2015"	93	3123899	2.98	2.50	0.06%
	"Iowa"	"19"	"2016"	"2016"	99	3134693	3.16	2.58	0.07%
	"Kansas"	"20"	"1999"	"1999"	84	2678338	3.14	3.07	0.06%
	"Kansas"	"20"	"2000"	"2000"	84	2688418	3.12	3.06	0.06%
	"Kansas"	"20"	"2001"	"2001"	76	2702162	2.81	2.76	0.05%
	"Kansas"	"20"	"2002"	"2002"	57	2713535	2.10	2.00	0.04%
	"Kansas"	"20"	"2003"	"2003"	82	2723004	3.01	2.92	0.05%
	"Kansas"	"20"	"2004"	"2004"	88	2734373	3.22	3.10	0.06%
	"Kansas"	"20"	"2005"	"2005"	93	2745299	3.39	3.17	0.06%
	"Kansas"	"20"	"2006"	"2006"	84	2762931	3.04	2.84	0.06%
	"Kansas"	"20"	"2007"	"2007"	99	2783785	3.56	3.31	0.07%
	"Kansas"	"20"	"2008"	"2008"	91	2808076	3.24	3.06	0.06%
	"Kansas"	"20"	"2009"	"2009"	99	2832704	3.49	3.17	0.07%
	"Kansas"	"20"	"2010"	"2010"	88	2853118	3.08	2.82	0.06%
	"Kansas"	"20"	"2011"	"2011"	92	2871238	3.20	2.97	0.06%
	"Kansas"	"20"	"2012"	"2012"	94	2885905	3.26	2.99	0.06%
	"Kansas"	"20"	"2013"	"2013"	111	2893957	3.84	3.43	0.07%
	"Kansas"	"20"	"2014"	"2014"	101	2904021	3.48	3.07	0.07%
	"Kansas"	"20"	"2015"	"2015"	105	2911641	3.61	3.10	0.07%
	"Kansas"	"20"	"2016"	"2016"	83	2907289	2.85	2.42	0.05%
	"Kentucky"	"21"	"1999"	"1999"	116	4018053	2.89	2.90	0.08%
	"Kentucky"	"21"	"2000"	"2000"	125	4041769	3.09	3.10	0.08%
	"Kentucky"	"21"	"2001"	"2001"	159	4068132	3.91	3.88	0.10%
	"Kentucky"	"21"	"2002"	"2002"	130	4089875	3.18	3.11	0.09%
	"Kentucky"	"21"	"2003"	"2003"	138	4117170	3.35	3.25	0.09%
	"Kentucky"	"21"	"2004"	"2004"	130	4146101	3.14	2.99	0.09%
	"Kentucky"	"21"	"2005"	"2005"	158	4182742	3.78	3.64	0.10%
	"Kentucky"	"21"	"2006"	"2006"	124	4219239	2.94	2.81	0.08%
	"Kentucky"	"21"	"2007"	"2007"	168	4256672	3.95	3.74	0.11%
	"Kentucky"	"21"	"2008"	"2008"	161	4289878	3.75	3.43	0.11%
	"Kentucky"	"21"	"2009"	"2009"	142	4317074	3.29	3.10	0.09%
	"Kentucky"	"21"	"2010"	"2010"	155	4339367	3.57	3.33	0.10%
	"Kentucky"	"21"	"2011"	"2011"	156	4369356	3.57	3.30	0.10%
	"Kentucky"	"21"	"2012"	"2012"	143	4380415	3.26	2.92	0.09%
	"Kentucky"	"21"	"2013"	"2013"	167	4395295	3.80	3.36	0.11%
	"Kentucky"	"21"	"2014"	"2014"	173	4413457	3.92	3.44	0.11%
	"Kentucky"	"21"	"2015"	"2015"	160	4425092	3.62	3.16	0.11%
	"Kentucky"	"21"	"2016"	"2016"	136	4436974	3.07	2.52	0.09%
	"Louisiana"	"22"	"1999"	"1999"	84	4460811	1.88	2.04	0.06%
	"Louisiana"	"22"	"2000"	"2000"	91	4468976	2.04	2.18	0.06%
	"Louisiana"	"22"	"2001"	"2001"	97	4477875	2.17	2.31	0.06%
	"Louisiana"	"22"	"2002"	"2002"	105	4497267	2.33	2.44	0.07%
	"Louisiana"	"22"	"2003"	"2003"	91	4521042	2.01	2.11	0.06%
	"Louisiana"	"22"	"2004"	"2004"	83	4552238	1.82	1.89	0.05%
	"Louisiana"	"22"	"2005"	"2005"	104	4576628	2.27	2.31	0.07%
	"Louisiana"	"22"	"2006"	"2006"	97	4302665	2.25	2.26	0.06%
