"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Arizona"	"04"	"2012"	"2012"	2164	6553255	33.02	29.89	0.08%
	"Arizona"	"04"	"2013"	"2013"	2162	6626624	32.63	28.61	0.08%
	"Arizona"	"04"	"2014"	"2014"	2235	6731484	33.20	28.33	0.09%
	"Arizona"	"04"	"2015"	"2015"	2522	6828065	36.94	30.73	0.10%
	"Arizona"	"04"	"2016"	"2016"	2556	6931071	36.88	29.78	0.10%
"Total"	"Arizona"	"04"			42078	109191391	38.54	36.70	1.63%
	"Arkansas"	"05"	"1999"	"1999"	2255	2651860	85.03	77.67	0.09%
	"Arkansas"	"05"	"2000"	"2000"	2255	2673400	84.35	77.15	0.09%
	"Arkansas"	"05"	"2001"	"2001"	2256	2691571	83.82	76.80	0.09%
	"Arkansas"	"05"	"2002"	"2002"	2232	2705927	82.49	75.67	0.09%
	"Arkansas"	"05"	"2003"	"2003"	2107	2724816	77.33	71.08	0.08%
	"Arkansas"	"05"	"2004"	"2004"	1948	2749686	70.84	65.29	0.08%
	"Arkansas"	"05"	"2005"	"2005"	1847	2781097	66.41	61.17	0.07%
	"Arkansas"	"05"	"2006"	"2006"	1884	2821761	66.77	61.16	0.07%
	"Arkansas"	"05"	"2007"	"2007"	1873	2848650	65.75	60.12	0.07%
	"Arkansas"	"05"	"2008"	"2008"	1722	2874554	59.90	54.39	0.07%
	"Arkansas"	"05"	"2009"	"2009"	1694	2896843	58.48	52.85	0.07%
	"Arkansas"	"05"	"2010"	"2010"	1741	2915918	59.71	53.77	0.07%
	"Arkansas"	"05"	"2011"	"2011"	1692	2937979	57.59	50.63	0.07%
	"Arkansas"	"05"	"2012"	"2012"	1664	2949131	56.42	49.10	0.06%
	"Arkansas"	"05"	"2013"	"2013"	1637	2959373	55.32	47.61	0.06%
	"Arkansas"	"05"	"2014"	"2014"	1583	2966369	53.36	45.45	0.06%
	"Arkansas"	"05"	"2015"	"2015"	1653	2978204	55.50	46.84	0.06%
	"Arkansas"	"05"	"2016"	"2016"	1643	2988248	54.98	45.63	0.06%
"Total"	"Arkansas"	"05"			33686	51115387	65.90	58.88	1.31%
	"California"	"06"	"1999"	"1999"	17962	33499204	53.62	64.51	0.70%
	"California"	"06"	"2000"	"2000"	18185	33871648	53.69	63.98	0.70%
	"California"	"06"	"2001"	"2001"	18088	34479458	52.46	62.11	0.70%
	"California"	"06"	"2002"	"2002"	17626	34871843	50.55	59.34	0.68%
	"California"	"06"	"2003"	"2003"	17692	35253159	50.19	58.23	0.69%
	"California"	"06"	"2004"	"2004"	16882	35574576	47.46	54.64	0.65%
	"California"	"06"	"2005"	"2005"	15585	35827943	43.50	49.04	0.60%
	"California"	"06"	"2006"	"2006"	15039	36021202	41.75	46.35	0.58%
	"California"	"06"	"2007"	"2007"	14557	36250311	40.16	43.72	0.56%
	"California"	"06"	"2008"	"2008"	14048	36604337	38.38	41.15	0.54%
	"California"	"06"	"2009"	"2009"	13506	36961229	36.54	38.48	0.52%
	"California"	"06"	"2010"	"2010"	13662	37253956	36.67	38.09	0.53%
	"California"	"06"	"2011"	"2011"	13503	37691912	35.82	36.36	0.52%
	"California"	"06"	"2012"	"2012"	13542	38041430	35.60	35.41	0.52%
	"California"	"06"	"2013"	"2013"	13698	38332521	35.73	34.92	0.53%
	"California"	"06"	"2014"	"2014"	13731	38802500	35.39	33.92	0.53%
	"California"	"06"	"2015"	"2015"	15065	39144818	38.49	36.19	0.58%
	"California"	"06"	"2016"	"2016"	15680	39250017	39.95	36.93	0.61%
"Total"	"California"	"06"			278051	657732064	42.27	45.06	10.78%
	"Colorado"	"08"	"1999"	"1999"	1834	4226018	43.40	57.21	0.07%
	"Colorado"	"08"	"2000"	"2000"	1907	4301261	44.34	58.67	0.07%
	"Colorado"	"08"	"2001"	"2001"	1825	4425687	41.24	54.65	0.07%
	"Colorado"	"08"	"2002"	"2002"	1915	4490406	42.65	55.74	0.07%
	"Colorado"	"08"	"2003"	"2003"	1813	4528732	40.03	51.53	0.07%
	"Colorado"	"08"	"2004"	"2004"	1638	4575013	35.80	44.91	0.06%
	"Colorado"	"08"	"2005"	"2005"	1599	4631888	34.52	42.63	0.06%
	"Colorado"	"08"	"2006"	"2006"	1532	4720423	32.45	39.14	0.06%
	"Colorado"	"08"	"2007"	"2007"	1600	4803868	33.31	39.51	0.06%
	"Colorado"	"08"	"2008"	"2008"	1565	4889730	32.01	37.36	0.06%
	"Colorado"	"08"	"2009"	"2009"	1532	4972195	30.81	35.19	0.06%
	"Colorado"	"08"	"2010"	"2010"	1607	5029196	31.95	36.07	0.06%
	"Colorado"	"08"	"2011"	"2011"	1606	5116796	31.39	34.61	0.06%
	"Colorado"	"08"	"2012"	"2012"	1576	5187582	30.38	32.62	0.06%
	"Colorado"	"08"	"2013"	"2013"	1588	5268367	30.14	31.99	0.06%
	"Colorado"	"08"	"2014"	"2014"	1714	5355866	32.00	33.35	0.07%
	"Colorado"	"08"	"2015"	"2015"	1856	5456574	34.01	34.86	0.07%
	"Colorado"	"08"	"2016"	"2016"	1927	5540545	34.78	35.21	0.07%
"Total"	"Colorado"	"08"			30634	87520147	35.00	40.65	1.19%
	"Connecticut"	"09"	"1999"	"1999"	1933	3386401	57.08	49.95	0.07%
	"Connecticut"	"09"	"2000"	"2000"	2011	3405565	59.05	51.42	0.08%
	"Connecticut"	"09"	"2001"	"2001"	2003	3432835	58.35	50.10	0.08%
	"Connecticut"	"09"	"2002"	"2002"	1861	3458749	53.81	46.03	0.07%
	"Connecticut"	"09"	"2003"	"2003"	1828	3484336	52.46	44.02	0.07%
	"Connecticut"	"09"	"2004"	"2004"	1635	3496094	46.77	39.13	0.06%
	"Connecticut"	"09"	"2005"	"2005"	1528	3506956	43.57	36.22	0.06%
	"Connecticut"	"09"	"2006"	"2006"	1547	3517460	43.98	35.78	0.06%
	"Connecticut"	"09"	"2007"	"2007"	1463	3527270	41.48	33.44	0.06%
	"Connecticut"	"09"	"2008"	"2008"	1433	3545579	40.42	32.00	0.06%
	"Connecticut"	"09"	"2009"	"2009"	1460	3561807	40.99	32.42	0.06%
	"Connecticut"	"09"	"2010"	"2010"	1349	3574097	37.74	29.39	0.05%
	"Connecticut"	"09"	"2011"	"2011"	1315	3580709	36.72	28.34	0.05%
	"Connecticut"	"09"	"2012"	"2012"	1273	3590347	35.46	27.03	0.05%
	"Connecticut"	"09"	"2013"	"2013"	1348	3596080	37.49	28.28	0.05%
	"Connecticut"	"09"	"2014"	"2014"	1266	3596677	35.20	26.28	0.05%
	"Connecticut"	"09"	"2015"	"2015"	1388	3590886	38.65	28.49	0.05%
	"Connecticut"	"09"	"2016"	"2016"	1269	3576452	35.48	26.32	0.05%
"Total"	"Connecticut"	"09"			27910	63428300	44.00	35.33	1.08%
	"Delaware"	"10"	"1999"	"1999"	365	774990	47.10	49.37	0.01%
	"Delaware"	"10"	"2000"	"2000"	430	783600	54.87	57.60	0.02%
	"Delaware"	"10"	"2001"	"2001"	383	795699	48.13	50.09	0.01%
	"Delaware"	"10"	"2002"	"2002"	405	806169	50.24	51.43	0.02%
	"Delaware"	"10"	"2003"	"2003"	407	818003	49.76	49.91	0.02%
	"Delaware"	"10"	"2004"	"2004"	350	830803	42.13	41.79	0.01%
	"Delaware"	"10"	"2005"	"2005"	384	845150	45.44	44.27	0.01%
	"Delaware"	"10"	"2006"	"2006"	384	859268	44.69	42.92	0.01%
	"Delaware"	"10"	"2007"	"2007"	374	871749	42.90	40.38	0.01%
	"Delaware"	"10"	"2008"	"2008"	365	883874	41.30	37.86	0.01%
	"Delaware"	"10"	"2009"	"2009"	415	891730	46.54	42.51	0.02%
	"Delaware"	"10"	"2010"	"2010"	407	897934	45.33	40.69	0.02%
	"Delaware"	"10"	"2011"	"2011"	418	907135	46.08	40.54	0.02%
	"Delaware"	"10"	"2012"	"2012"	404	917092	44.05	38.20	0.02%
	"Delaware"	"10"	"2013"	"2013"	409	925749	44.18	36.96	0.02%
	"Delaware"	"10"	"2014"	"2014"	439	935614	46.92	38.78	0.02%
	"Delaware"	"10"	"2015"	"2015"	466	945934	49.26	39.38	0.02%
	"Delaware"	"10"	"2016"	"2016"	506	952065	53.15	41.63	0.02%
"Total"	"Delaware"	"10"			7311	15642558	46.74	42.91	0.28%
	"District of Columbia"	"11"	"1999"	"1999"	297	570213	52.09	53.31	0.01%
	"District of Columbia"	"11"	"2000"	"2000"	252	572059	44.05	44.43	0.01%
	"District of Columbia"	"11"	"2001"	"2001"	265	574504	46.13	47.11	0.01%
	"District of Columbia"	"11"	"2002"	"2002"	279	573158	48.68	49.70	0.01%
	"District of Columbia"	"11"	"2003"	"2003"	257	568502	45.21	46.01	0.01%
	"District of Columbia"	"11"	"2004"	"2004"	218	567754	38.40	39.25	0.01%
	"District of Columbia"	"11"	"2005"	"2005"	231	567136	40.73	41.18	0.01%
	"District of Columbia"	"11"	"2006"	"2006"	221	570681	38.73	39.96	0.01%
	"District of Columbia"	"11"	"2007"	"2007"	220	574404	38.30	38.98	0.01%
	"District of Columbia"	"11"	"2008"	"2008"	222	580236	38.26	38.52	0.01%
	"District of Columbia"	"11"	"2009"	"2009"	199	592228	33.60	34.58	0.01%
	"District of Columbia"	"11"	"2010"	"2010"	196	601723	32.57	32.69	0.01%
	"District of Columbia"	"11"	"2011"	"2011"	209	617996	33.82	34.15	0.01%
	"District of Columbia"	"11"	"2012"	"2012"	207	632323	32.74	33.81	0.01%
	"District of Columbia"	"11"	"2013"	"2013"	187	646449	28.93	30.06	0.01%
	"District of Columbia"	"11"	"2014"	"2014"	214	658893	32.48	33.64	0.01%
	"District of Columbia"	"11"	"2015"	"2015"	242	672228	36.00	38.33	0.01%
	"District of Columbia"	"11"	"2016"	"2016"	252	681170	37.00	38.42	0.01%
"Total"	"District of Columbia"	"11"			4168	10821657	38.52	39.52	0.16%
	"Florida"	"12"	"1999"	"1999"	10560	15759421	67.01	50.52	0.41%
	"Florida"	"12"	"2000"	"2000"	10532	15982378	65.90	49.58	0.41%
	"Florida"	"12"	"2001"	"2001"	10414	16356966	63.67	48.24	0.40%
	"Florida"	"12"	"2002"	"2002"	10269	16689370	61.53	46.92	0.40%
	"Florida"	"12"	"2003"	"2003"	9899	17004085	58.22	44.44	0.38%
	"Florida"	"12"	"2004"	"2004"	9715	17415318	55.78	42.80	0.38%
	"Florida"	"12"	"2005"	"2005"	9361	17842038	52.47	40.31	0.36%
	"Florida"	"12"	"2006"	"2006"	8925	18166990	49.13	37.80	0.35%
	"Florida"	"12"	"2007"	"2007"	8781	18367842	47.81	36.46	0.34%
	"Florida"	"12"	"2008"	"2008"	8589	18527305	46.36	34.84	0.33%
	"Florida"	"12"	"2009"	"2009"	8395	18652644	45.01	33.24	0.33%
	"Florida"	"12"	"2010"	"2010"	8432	18801310	44.85	32.81	0.33%
	"Florida"	"12"	"2011"	"2011"	8411	19057542	44.13	31.48	0.33%
	"Florida"	"12"	"2012"	"2012"	8456	19317568	43.77	30.68	0.33%
	"Florida"	"12"	"2013"	"2013"	8698	19552860	44.48	30.55	0.34%
	"Florida"	"12"	"2014"	"2014"	9770	19893297	49.11	32.99	0.38%
	"Florida"	"12"	"2015"	"2015"	11433	20271272	56.40	37.06	0.44%
	"Florida"	"12"	"2016"	"2016"	11854	20612439	57.51	37.30	0.46%
"Total"	"Florida"	"12"			172494	328270645	52.55	38.20	6.69%
	"Georgia"	"13"	"1999"	"1999"	4416	8045965	54.88	72.26	0.17%
	"Georgia"	"13"	"2000"	"2000"	4625	8186453	56.50	74.84	0.18%
	"Georgia"	"13"	"2001"	"2001"	4312	8377038	51.47	68.33	0.17%
	"Georgia"	"13"	"2002"	"2002"	4261	8508256	50.08	66.54	0.17%
	"Georgia"	"13"	"2003"	"2003"	4301	8622793	49.88	65.57	0.17%
	"Georgia"	"13"	"2004"	"2004"	4063	8769252	46.33	60.77	0.16%
	"Georgia"	"13"	"2005"	"2005"	3854	8925922	43.18	55.60	0.15%
	"Georgia"	"13"	"2006"	"2006"	3889	9155813	42.48	53.53	0.15%
	"Georgia"	"13"	"2007"	"2007"	3894	9349988	41.65	52.04	0.15%
	"Georgia"	"13"	"2008"	"2008"	3805	9504843	40.03	49.48	0.15%
	"Georgia"	"13"	"2009"	"2009"	3732	9620846	38.79	46.94	0.14%
	"Georgia"	"13"	"2010"	"2010"	3762	9687653	38.83	46.33	0.15%
	"Georgia"	"13"	"2011"	"2011"	3564	9815210	36.31	42.65	0.14%
	"Georgia"	"13"	"2012"	"2012"	3636	9919945	36.65	41.82	0.14%
	"Georgia"	"13"	"2013"	"2013"	3694	9992167	36.97	41.36	0.14%
	"Georgia"	"13"	"2014"	"2014"	3948	10097343	39.10	42.63	0.15%
	"Georgia"	"13"	"2015"	"2015"	4335	10214860	42.44	45.35	0.17%
	"Georgia"	"13"	"2016"	"2016"	4349	10310371	42.18	44.32	0.17%
"Total"	"Georgia"	"13"			72440	167104718	43.35	52.46	2.81%
	"Hawaii"	"15"	"1999"	"1999"	762	1210300	62.96	64.15	0.03%
	"Hawaii"	"15"	"2000"	"2000"	747	1211537	61.66	61.43	0.03%
	"Hawaii"	"15"	"2001"	"2001"	766	1225948	62.48	60.63	0.03%
	"Hawaii"	"15"	"2002"	"2002"	812	1239613	65.50	62.10	0.03%
	"Hawaii"	"15"	"2003"	"2003"	752	1251154	60.10	55.68	0.03%
	"Hawaii"	"15"	"2004"	"2004"	714	1273569	56.06	51.00	0.03%
	"Hawaii"	"15"	"2005"	"2005"	688	1292729	53.22	47.56	0.03%
	"Hawaii"	"15"	"2006"	"2006"	665	1309731	50.77	44.74	0.03%
	"Hawaii"	"15"	"2007"	"2007"	643	1315675	48.87	41.94	0.02%
	"Hawaii"	"15"	"2008"	"2008"	642	1332213	48.19	40.66	0.02%
	"Hawaii"	"15"	"2009"	"2009"	671	1346717	49.82	41.04	0.03%
	"Hawaii"	"15"	"2010"	"2010"	605	1360301	44.48	35.75	0.02%
	"Hawaii"	"15"	"2011"	"2011"	621	1374810	45.17	35.61	0.02%
	"Hawaii"	"15"	"2012"	"2012"	634	1392313	45.54	35.21	0.02%
	"Hawaii"	"15"	"2013"	"2013"	634	1404054	45.15	34.85	0.02%
	"Hawaii"	"15"	"2014"	"2014"	655	1419561	46.14	34.14	0.03%
	"Hawaii"	"15"	"2015"	"2015"	735	1431603	51.34	38.24	0.03%
	"Hawaii"	"15"	"2016"	"2016"	675	1428557	47.25	34.31	0.03%
"Total"	"Hawaii"	"15"			12421	23820385	52.14	43.89	0.48%
	"Idaho"	"16"	"1999"	"1999"	771	1275674	60.44	67.54	0.03%
	"Idaho"	"16"	"2000"	"2000"	720	1293953	55.64	61.77	0.03%
	"Idaho"	"16"	"2001"	"2001"	781	1319962	59.17	65.38	0.03%
	"Idaho"	"16"	"2002"	"2002"	736	1340372	54.91	60.16	0.03%
	"Idaho"	"16"	"2003"	"2003"	762	1363380	55.89	60.53	0.03%
	"Idaho"	"16"	"2004"	"2004"	712	1391802	51.16	55.31	0.03%
	"Idaho"	"16"	"2005"	"2005"	718	1428241	50.27	53.87	0.03%
	"Idaho"	"16"	"2006"	"2006"	725	1468669	49.36	52.72	0.03%
	"Idaho"	"16"	"2007"	"2007"	640	1505105	42.52	44.59	0.02%
	"Idaho"	"16"	"2008"	"2008"	609	1534320	39.69	41.64	0.02%
	"Idaho"	"16"	"2009"	"2009"	627	1554439	40.34	41.58	0.02%
	"Idaho"	"16"	"2010"	"2010"	642	1567582	40.95	41.98	0.02%
	"Idaho"	"16"	"2011"	"2011"	623	1584985	39.31	38.84	0.02%
	"Idaho"	"16"	"2012"	"2012"	610	1595728	38.23	37.16	0.02%
	"Idaho"	"16"	"2013"	"2013"	598	1612136	37.09	35.38	0.02%
	"Idaho"	"16"	"2014"	"2014"	640	1634464	39.16	36.84	0.02%
	"Idaho"	"16"	"2015"	"2015"	641	1654930	38.73	36.27	0.02%
	"Idaho"	"16"	"2016"	"2016"	682	1683140	40.52	37.21	0.03%
"Total"	"Idaho"	"16"			12237	26808882	45.65	46.74	0.47%
	"Illinois"	"17"	"1999"	"1999"	7714	12359020	62.42	64.38	0.30%
	"Illinois"	"17"	"2000"	"2000"	7429	12419293	59.82	61.34	0.29%
	"Illinois"	"17"	"2001"	"2001"	7230	12488445	57.89	59.07	0.28%
	"Illinois"	"17"	"2002"	"2002"	7183	12525556	57.35	58.27	0.28%
	"Illinois"	"17"	"2003"	"2003"	6909	12556006	55.03	55.37	0.27%
	"Illinois"	"17"	"2004"	"2004"	6489	12589773	51.54	51.45	0.25%
	"Illinois"	"17"	"2005"	"2005"	6252	12609903	49.58	49.03	0.24%
	"Illinois"	"17"	"2006"	"2006"	5989	12643955	47.37	46.33	0.23%
	"Illinois"	"17"	"2007"	"2007"	5864	12695866	46.19	44.69	0.23%
	"Illinois"	"17"	"2008"	"2008"	5788	12747038	45.41	43.39	0.22%
	"Illinois"	"17"	"2009"	"2009"	5258	12796778	41.09	39.02	0.20%
	"Illinois"	"17"	"2010"	"2010"	5349	12830632	41.69	39.25	0.21%
	"Illinois"	"17"	"2011"	"2011"	5372	12869257	41.74	38.60	0.21%
	"Illinois"	"17"	"2012"	"2012"	5337	12875255	41.45	37.70	0.21%
	"Illinois"	"17"	"2013"	"2013"	5294	12882135	41.10	36.70	0.21%
	"Illinois"	"17"	"2014"	"2014"	5489	12880580	42.61	37.40	0.21%
	"Illinois"	"17"	"2015"	"2015"	5709	12859995	44.39	38.44	0.22%
	"Illinois"	"17"	"2016"	"2016"	5658	12801539	44.20	37.83	0.22%
"Total"	"Illinois"	"17"			110313	228431026	48.29	46.02	4.28%
	"Indiana"	"18"	"1999"	"1999"	4057	6044969	67.11	69.00	0.16%
	"Indiana"	"18"	"2000"	"2000"	4247	6080485	69.85	71.51	0.16%
	"Indiana"	"18"	"2001"	"2001"	3877	6127760	63.27	64.32	0.15%
	"Indiana"	"18"	"2002"	"2002"	3717	6155967	60.38	60.96	0.14%
	"Indiana"	"18"	"2003"	"2003"	3627	6196638	58.53	58.65	0.14%
	"Indiana"	"18"	"2004"	"2004"	3454	6233007	55.41	55.29	0.13%
	"Indiana"	"18"	"2005"	"2005"	3296	6278616	52.50	51.89	0.13%
	"Indiana"	"18"	"2006"	"2006"	3238	6332669	51.13	49.92	0.13%
	"Indiana"	"18"	"2007"	"2007"	3083	6379599	48.33	46.55	0.12%
	"Indiana"	"18"	"2008"	"2008"	3114	6424806	48.47	46.17	0.12%
	"Indiana"	"18"	"2009"	"2009"	3004	6459325	46.51	44.01	0.12%
	"Indiana"	"18"	"2010"	"2010"	3082	6483802	47.53	44.48	0.12%
	"Indiana"	"18"	"2011"	"2011"	3127	6516922	47.98	44.16	0.12%
	"Indiana"	"18"	"2012"	"2012"	3073	6537334	47.01	42.68	0.12%
	"Indiana"	"18"	"2013"	"2013"	2996	6570902	45.59	40.69	0.12%
	"Indiana"	"18"	"2014"	"2014"	3107	6596855	47.10	41.71	0.12%
	"Indiana"	"18"	"2015"	"2015"	2959	6619680	44.70	39.15	0.11%
	"Indiana"	"18"	"2016"	"2016"	3040	6633053	45.83	39.55	0.12%
"Total"	"Indiana"	"18"			60098	114672389	52.41	49.83	2.33%
	"Iowa"	"19"	"1999"	"1999"	2317	2917634	79.41	62.07	0.09%
	"Iowa"	"19"	"2000"	"2000"	2187	2926324	74.74	58.29	0.08%
	"Iowa"	"19"	"2001"	"2001"	2218	2931997	75.65	59.12	0.09%
	"Iowa"	"19"	"2002"	"2002"	2226	2934234	75.86	58.53	0.09%
	"Iowa"	"19"	"2003"	"2003"	2081	2941999	70.73	54.51	0.08%
	"Iowa"	"19"	"2004"	"2004"	1960	2953635	66.36	50.48	0.08%
	"Iowa"	"19"	"2005"	"2005"	1902	2964454	64.16	49.16	0.07%
	"Iowa"	"19"	"2006"	"2006"	1718	2982644	57.60	43.62	0.07%
	"Iowa"	"19"	"2007"	"2007"	1686	2999212	56.21	42.80	0.07%
	"Iowa"	"19"	"2008"	"2008"	1732	3016734	57.41	43.62	0.07%
	"Iowa"	"19"	"2009"	"2009"	1635	3032870	53.91	41.15	0.06%
	"Iowa"	"19"	"2010"	"2010"	1537	3046355	50.45	38.01	0.06%
	"Iowa"	"19"	"2011"	"2011"	1432	3062309	46.76	34.89	0.06%
	"Iowa"	"19"	"2012"	"2012"	1422	3074186	46.26	34.07	0.06%
	"Iowa"	"19"	"2013"	"2013"	1409	3090416	45.59	33.86	0.05%
	"Iowa"	"19"	"2014"	"2014"	1433	3107126	46.12	34.05	0.06%
	"Iowa"	"19"	"2015"	"2015"	1418	3123899	45.39	33.22	0.05%
	"Iowa"	"19"	"2016"	"2016"	1388	3134693	44.28	32.30	0.05%
"Total"	"Iowa"	"19"			31701	54240721	58.45	44.25	1.23%
	"Kansas"	"20"	"1999"	"1999"	1841	2678338	68.74	61.60	0.07%
	"Kansas"	"20"	"2000"	"2000"	1830	2688418	68.07	60.62	0.07%
	"Kansas"	"20"	"2001"	"2001"	1848	2702162	68.39	60.86	0.07%
	"Kansas"	"20"	"2002"	"2002"	1845	2713535	67.99	60.37	0.07%
	"Kansas"	"20"	"2003"	"2003"	1758	2723004	64.56	57.47	0.07%
	"Kansas"	"20"	"2004"	"2004"	1611	2734373	58.92	52.22	0.06%
	"Kansas"	"20"	"2005"	"2005"	1571	2745299	57.23	50.33	0.06%
	"Kansas"	"20"	"2006"	"2006"	1489	2762931	53.89	47.30	0.06%
	"Kansas"	"20"	"2007"	"2007"	1498	2783785	53.81	46.66	0.06%
	"Kansas"	"20"	"2008"	"2008"	1574	2808076	56.05	48.63	0.06%
	"Kansas"	"20"	"2009"	"2009"	1416	2832704	49.99	43.16	0.05%
	"Kansas"	"20"	"2010"	"2010"	1370	2853118	48.02	41.22	0.05%
	"Kansas"	"20"	"2011"	"2011"	1338	2871238	46.60	39.66	0.05%
	"Kansas"	"20"	"2012"	"2012"	1343	2885905	46.54	39.36	0.05%
	"Kansas"	"20"	"2013"	"2013"	1320	2893957	45.61	38.07	0.05%
	"Kansas"	"20"	"2014"	"2014"	1363	2904021	46.93	39.01	0.05%
	"Kansas"	"20"	"2015"	"2015"	1364	2911641	46.85	38.64	0.05%
	"Kansas"	"20"	"2016"	"2016"	1363	2907289	46.88	38.58	0.05%
"Total"	"Kansas"	"20"			27742	50399794	55.04	47.59	1.08%
	"Kentucky"	"21"	"1999"	"1999"	2710	4018053	67.45	70.36	0.11%
	"Kentucky"	"21"	"2000"	"2000"	2637	4041769	65.24	67.73	0.10%
	"Kentucky"	"21"	"2001"	"2001"	2557	4068132	62.85	65.17	0.10%
	"Kentucky"	"21"	"2002"	"2002"	2554	4089875	62.45	64.87	0.10%
	"Kentucky"	"21"	"2003"	"2003"	2442	4117170	59.31	61.34	0.09%
	"Kentucky"	"21"	"2004"	"2004"	2339	4146101	56.41	58.02	0.09%
	"Kentucky"	"21"	"2005"	"2005"	2168	4182742	51.83	52.50	0.08%
	"Kentucky"	"21"	"2006"	"2006"	2197	4219239	52.07	51.92	0.09%
	"Kentucky"	"21"	"2007"	"2007"	2144	4256672	50.37	49.76	0.08%
	"Kentucky"	"21"	"2008"	"2008"	2098	4289878	48.91	47.87	0.08%
	"Kentucky"	"21"	"2009"	"2009"	2064	4317074	47.81	46.35	0.08%
	"Kentucky"	"21"	"2010"	"2010"	1992	4339367	45.91	44.12	0.08%
