"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Florida"	"12"	"2012"	"2012"	5092	19317568	26.36	19.23	0.39%
	"Florida"	"12"	"2013"	"2013"	5238	19552860	26.79	19.23	0.40%
	"Florida"	"12"	"2014"	"2014"	5371	19893297	27.00	19.22	0.41%
	"Florida"	"12"	"2015"	"2015"	5403	20271272	26.65	18.56	0.41%
	"Florida"	"12"	"2016"	"2016"	5782	20612439	28.05	19.49	0.44%
"Total"	"Florida"	"12"			90131	328270645	27.46	20.62	6.85%
	"Georgia"	"13"	"1999"	"1999"	1448	8045965	18.00	22.64	0.11%
	"Georgia"	"13"	"2000"	"2000"	1461	8186453	17.85	22.40	0.11%
	"Georgia"	"13"	"2001"	"2001"	1475	8377038	17.61	22.07	0.11%
	"Georgia"	"13"	"2002"	"2002"	1576	8508256	18.52	23.05	0.12%
	"Georgia"	"13"	"2003"	"2003"	1717	8622793	19.91	24.44	0.13%
	"Georgia"	"13"	"2004"	"2004"	1623	8769252	18.51	22.51	0.12%
	"Georgia"	"13"	"2005"	"2005"	1742	8925922	19.52	23.24	0.13%
	"Georgia"	"13"	"2006"	"2006"	1657	9155813	18.10	21.17	0.13%
	"Georgia"	"13"	"2007"	"2007"	1604	9349988	17.16	20.00	0.12%
	"Georgia"	"13"	"2008"	"2008"	1496	9504843	15.74	18.04	0.11%
	"Georgia"	"13"	"2009"	"2009"	1582	9620846	16.44	18.69	0.12%
	"Georgia"	"13"	"2010"	"2010"	1996	9687653	20.60	23.10	0.15%
	"Georgia"	"13"	"2011"	"2011"	2121	9815210	21.61	23.62	0.16%
	"Georgia"	"13"	"2012"	"2012"	2088	9919945	21.05	22.60	0.16%
	"Georgia"	"13"	"2013"	"2013"	2199	9992167	22.01	22.96	0.17%
	"Georgia"	"13"	"2014"	"2014"	2230	10097343	22.09	22.27	0.17%
	"Georgia"	"13"	"2015"	"2015"	2210	10214860	21.64	21.37	0.17%
	"Georgia"	"13"	"2016"	"2016"	2238	10310371	21.71	21.21	0.17%
"Total"	"Georgia"	"13"			32463	167104718	19.43	21.90	2.47%
	"Hawaii"	"15"	"1999"	"1999"	211	1210300	17.43	17.31	0.02%
	"Hawaii"	"15"	"2000"	"2000"	203	1211537	16.76	16.28	0.02%
	"Hawaii"	"15"	"2001"	"2001"	173	1225948	14.11	13.48	0.01%
	"Hawaii"	"15"	"2002"	"2002"	204	1239613	16.46	15.46	0.02%
	"Hawaii"	"15"	"2003"	"2003"	202	1251154	16.15	14.79	0.02%
	"Hawaii"	"15"	"2004"	"2004"	194	1273569	15.23	13.79	0.01%
	"Hawaii"	"15"	"2005"	"2005"	218	1292729	16.86	15.13	0.02%
	"Hawaii"	"15"	"2006"	"2006"	271	1309731	20.69	18.36	0.02%
	"Hawaii"	"15"	"2007"	"2007"	291	1315675	22.12	18.98	0.02%
	"Hawaii"	"15"	"2008"	"2008"	286	1332213	21.47	18.60	0.02%
	"Hawaii"	"15"	"2009"	"2009"	308	1346717	22.87	19.52	0.02%
	"Hawaii"	"15"	"2010"	"2010"	272	1360301	20.00	16.59	0.02%
	"Hawaii"	"15"	"2011"	"2011"	264	1374810	19.20	15.55	0.02%
	"Hawaii"	"15"	"2012"	"2012"	277	1392313	19.89	16.24	0.02%
	"Hawaii"	"15"	"2013"	"2013"	271	1404054	19.30	15.51	0.02%
	"Hawaii"	"15"	"2014"	"2014"	276	1419561	19.44	15.39	0.02%
	"Hawaii"	"15"	"2015"	"2015"	263	1431603	18.37	14.54	0.02%
	"Hawaii"	"15"	"2016"	"2016"	285	1428557	19.95	15.09	0.02%
"Total"	"Hawaii"	"15"			4469	23820385	18.76	16.08	0.34%
	"Idaho"	"16"	"1999"	"1999"	267	1275674	20.93	23.14	0.02%
	"Idaho"	"16"	"2000"	"2000"	304	1293953	23.49	25.86	0.02%
	"Idaho"	"16"	"2001"	"2001"	318	1319962	24.09	26.38	0.02%
	"Idaho"	"16"	"2002"	"2002"	322	1340372	24.02	26.08	0.02%
	"Idaho"	"16"	"2003"	"2003"	358	1363380	26.26	28.26	0.03%
	"Idaho"	"16"	"2004"	"2004"	344	1391802	24.72	26.54	0.03%
	"Idaho"	"16"	"2005"	"2005"	299	1428241	20.93	22.37	0.02%
	"Idaho"	"16"	"2006"	"2006"	320	1468669	21.79	23.07	0.02%
	"Idaho"	"16"	"2007"	"2007"	331	1505105	21.99	22.94	0.03%
	"Idaho"	"16"	"2008"	"2008"	356	1534320	23.20	23.92	0.03%
	"Idaho"	"16"	"2009"	"2009"	372	1554439	23.93	24.25	0.03%
	"Idaho"	"16"	"2010"	"2010"	353	1567582	22.52	22.50	0.03%
	"Idaho"	"16"	"2011"	"2011"	393	1584985	24.80	24.19	0.03%
	"Idaho"	"16"	"2012"	"2012"	371	1595728	23.25	22.85	0.03%
	"Idaho"	"16"	"2013"	"2013"	404	1612136	25.06	23.75	0.03%
	"Idaho"	"16"	"2014"	"2014"	409	1634464	25.02	22.94	0.03%
	"Idaho"	"16"	"2015"	"2015"	403	1654930	24.35	22.14	0.03%
	"Idaho"	"16"	"2016"	"2016"	375	1683140	22.28	19.81	0.03%
"Total"	"Idaho"	"16"			6299	26808882	23.50	23.73	0.48%
	"Illinois"	"17"	"1999"	"1999"	3004	12359020	24.31	25.21	0.23%
	"Illinois"	"17"	"2000"	"2000"	2995	12419293	24.12	24.98	0.23%
	"Illinois"	"17"	"2001"	"2001"	3092	12488445	24.76	25.54	0.23%
	"Illinois"	"17"	"2002"	"2002"	3011	12525556	24.04	24.63	0.23%
	"Illinois"	"17"	"2003"	"2003"	3044	12556006	24.24	24.61	0.23%
	"Illinois"	"17"	"2004"	"2004"	3069	12589773	24.38	24.52	0.23%
	"Illinois"	"17"	"2005"	"2005"	3034	12609903	24.06	23.97	0.23%
	"Illinois"	"17"	"2006"	"2006"	2795	12643955	22.11	21.88	0.21%
	"Illinois"	"17"	"2007"	"2007"	2851	12695866	22.46	21.99	0.22%
	"Illinois"	"17"	"2008"	"2008"	2846	12747038	22.33	21.62	0.22%
	"Illinois"	"17"	"2009"	"2009"	2741	12796778	21.42	20.58	0.21%
	"Illinois"	"17"	"2010"	"2010"	2507	12830632	19.54	18.45	0.19%
	"Illinois"	"17"	"2011"	"2011"	2693	12869257	20.93	19.41	0.20%
	"Illinois"	"17"	"2012"	"2012"	2706	12875255	21.02	19.18	0.21%
	"Illinois"	"17"	"2013"	"2013"	2798	12882135	21.72	19.74	0.21%
	"Illinois"	"17"	"2014"	"2014"	2712	12880580	21.05	18.68	0.21%
	"Illinois"	"17"	"2015"	"2015"	2817	12859995	21.91	19.21	0.21%
	"Illinois"	"17"	"2016"	"2016"	2781	12801539	21.72	18.68	0.21%
"Total"	"Illinois"	"17"			51496	228431026	22.54	21.68	3.91%
	"Indiana"	"18"	"1999"	"1999"	1591	6044969	26.32	26.88	0.12%
	"Indiana"	"18"	"2000"	"2000"	1673	6080485	27.51	28.02	0.13%
	"Indiana"	"18"	"2001"	"2001"	1677	6127760	27.37	27.74	0.13%
	"Indiana"	"18"	"2002"	"2002"	1688	6155967	27.42	27.61	0.13%
	"Indiana"	"18"	"2003"	"2003"	1731	6196638	27.93	27.84	0.13%
	"Indiana"	"18"	"2004"	"2004"	1673	6233007	26.84	26.63	0.13%
	"Indiana"	"18"	"2005"	"2005"	1719	6278616	27.38	26.98	0.13%
	"Indiana"	"18"	"2006"	"2006"	1682	6332669	26.56	25.90	0.13%
	"Indiana"	"18"	"2007"	"2007"	1564	6379599	24.52	23.49	0.12%
	"Indiana"	"18"	"2008"	"2008"	1683	6424806	26.20	24.92	0.13%
	"Indiana"	"18"	"2009"	"2009"	1646	6459325	25.48	24.06	0.13%
	"Indiana"	"18"	"2010"	"2010"	1587	6483802	24.48	22.70	0.12%
	"Indiana"	"18"	"2011"	"2011"	1808	6516922	27.74	25.44	0.14%
	"Indiana"	"18"	"2012"	"2012"	1860	6537334	28.45	25.89	0.14%
	"Indiana"	"18"	"2013"	"2013"	1943	6570902	29.57	26.29	0.15%
	"Indiana"	"18"	"2014"	"2014"	1819	6596855	27.57	24.40	0.14%
	"Indiana"	"18"	"2015"	"2015"	2030	6619680	30.67	26.86	0.15%
	"Indiana"	"18"	"2016"	"2016"	1992	6633053	30.03	25.97	0.15%
"Total"	"Indiana"	"18"			31366	114672389	27.35	25.91	2.38%
	"Iowa"	"19"	"1999"	"1999"	684	2917634	23.44	19.66	0.05%
	"Iowa"	"19"	"2000"	"2000"	630	2926324	21.53	18.05	0.05%
	"Iowa"	"19"	"2001"	"2001"	709	2931997	24.18	20.09	0.05%
	"Iowa"	"19"	"2002"	"2002"	734	2934234	25.02	20.78	0.06%
	"Iowa"	"19"	"2003"	"2003"	727	2941999	24.71	20.18	0.06%
	"Iowa"	"19"	"2004"	"2004"	700	2953635	23.70	19.54	0.05%
	"Iowa"	"19"	"2005"	"2005"	727	2964454	24.52	20.05	0.06%
	"Iowa"	"19"	"2006"	"2006"	804	2982644	26.96	21.95	0.06%
	"Iowa"	"19"	"2007"	"2007"	767	2999212	25.57	20.60	0.06%
	"Iowa"	"19"	"2008"	"2008"	764	3016734	25.33	20.31	0.06%
	"Iowa"	"19"	"2009"	"2009"	702	3032870	23.15	18.73	0.05%
	"Iowa"	"19"	"2010"	"2010"	733	3046355	24.06	19.34	0.06%
	"Iowa"	"19"	"2011"	"2011"	770	3062309	25.14	19.88	0.06%
	"Iowa"	"19"	"2012"	"2012"	692	3074186	22.51	17.62	0.05%
	"Iowa"	"19"	"2013"	"2013"	747	3090416	24.17	19.02	0.06%
	"Iowa"	"19"	"2014"	"2014"	1019	3107126	32.80	25.63	0.08%
	"Iowa"	"19"	"2015"	"2015"	1077	3123899	34.48	26.68	0.08%
	"Iowa"	"19"	"2016"	"2016"	847	3134693	27.02	20.92	0.06%
"Total"	"Iowa"	"19"			13833	54240721	25.50	20.55	1.05%
	"Kansas"	"20"	"1999"	"1999"	650	2678338	24.27	22.96	0.05%
	"Kansas"	"20"	"2000"	"2000"	668	2688418	24.85	23.54	0.05%
	"Kansas"	"20"	"2001"	"2001"	721	2702162	26.68	25.16	0.05%
	"Kansas"	"20"	"2002"	"2002"	765	2713535	28.19	26.44	0.06%
	"Kansas"	"20"	"2003"	"2003"	676	2723004	24.83	23.19	0.05%
	"Kansas"	"20"	"2004"	"2004"	690	2734373	25.23	23.49	0.05%
	"Kansas"	"20"	"2005"	"2005"	710	2745299	25.86	23.77	0.05%
	"Kansas"	"20"	"2006"	"2006"	749	2762931	27.11	24.84	0.06%
	"Kansas"	"20"	"2007"	"2007"	702	2783785	25.22	22.79	0.05%
	"Kansas"	"20"	"2008"	"2008"	706	2808076	25.14	22.74	0.05%
	"Kansas"	"20"	"2009"	"2009"	635	2832704	22.42	20.29	0.05%
	"Kansas"	"20"	"2010"	"2010"	655	2853118	22.96	20.55	0.05%
	"Kansas"	"20"	"2011"	"2011"	711	2871238	24.76	22.11	0.05%
	"Kansas"	"20"	"2012"	"2012"	639	2885905	22.14	19.58	0.05%
	"Kansas"	"20"	"2013"	"2013"	654	2893957	22.60	19.79	0.05%
	"Kansas"	"20"	"2014"	"2014"	643	2904021	22.14	19.20	0.05%
	"Kansas"	"20"	"2015"	"2015"	684	2911641	23.49	20.18	0.05%
	"Kansas"	"20"	"2016"	"2016"	727	2907289	25.01	21.20	0.06%
"Total"	"Kansas"	"20"			12385	50399794	24.57	22.22	0.94%
	"Kentucky"	"21"	"1999"	"1999"	1133	4018053	28.20	28.76	0.09%
	"Kentucky"	"21"	"2000"	"2000"	1107	4041769	27.39	27.87	0.08%
	"Kentucky"	"21"	"2001"	"2001"	1099	4068132	27.01	27.30	0.08%
	"Kentucky"	"21"	"2002"	"2002"	1265	4089875	30.93	31.13	0.10%
	"Kentucky"	"21"	"2003"	"2003"	1296	4117170	31.48	31.56	0.10%
	"Kentucky"	"21"	"2004"	"2004"	1195	4146101	28.82	28.62	0.09%
	"Kentucky"	"21"	"2005"	"2005"	1187	4182742	28.38	27.83	0.09%
	"Kentucky"	"21"	"2006"	"2006"	1141	4219239	27.04	26.18	0.09%
	"Kentucky"	"21"	"2007"	"2007"	1091	4256672	25.63	24.41	0.08%
	"Kentucky"	"21"	"2008"	"2008"	1214	4289878	28.30	26.72	0.09%
	"Kentucky"	"21"	"2009"	"2009"	1348	4317074	31.22	29.32	0.10%
	"Kentucky"	"21"	"2010"	"2010"	1212	4339367	27.93	26.02	0.09%
	"Kentucky"	"21"	"2011"	"2011"	1268	4369356	29.02	26.52	0.10%
	"Kentucky"	"21"	"2012"	"2012"	1256	4380415	28.67	25.91	0.10%
