"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Alaska"	"02"	"2007"	"2007"	354	680300	52.04	56.35	0.02%
	"Alaska"	"02"	"2008"	"2008"	332	687455	48.29	54.08	0.02%
	"Alaska"	"02"	"2009"	"2009"	340	698895	48.65	53.28	0.02%
	"Alaska"	"02"	"2010"	"2010"	366	710231	51.53	58.66	0.02%
	"Alaska"	"02"	"2011"	"2011"	385	722718	53.27	57.29	0.02%
	"Alaska"	"02"	"2012"	"2012"	368	731449	50.31	54.13	0.02%
	"Alaska"	"02"	"2013"	"2013"	353	735132	48.02	52.45	0.02%
	"Alaska"	"02"	"2014"	"2014"	379	736732	51.44	54.96	0.02%
	"Alaska"	"02"	"2015"	"2015"	388	738432	52.54	57.86	0.02%
	"Alaska"	"02"	"2016"	"2016"	439	741894	59.17	63.14	0.02%
"Total"	"Alaska"	"02"			6308	12360948	51.03	56.54	0.29%
	"Arizona"	"04"	"1999"	"1999"	2214	5023823	44.07	44.79	0.10%
	"Arizona"	"04"	"2000"	"2000"	2326	5130632	45.34	46.25	0.11%
	"Arizona"	"04"	"2001"	"2001"	2475	5273477	46.93	47.59	0.11%
	"Arizona"	"04"	"2002"	"2002"	2577	5396255	47.76	48.60	0.12%
	"Arizona"	"04"	"2003"	"2003"	2697	5510364	48.94	49.79	0.12%
	"Arizona"	"04"	"2004"	"2004"	2770	5652404	49.01	49.30	0.13%
	"Arizona"	"04"	"2005"	"2005"	3150	5839077	53.95	54.72	0.14%
	"Arizona"	"04"	"2006"	"2006"	3352	6029141	55.60	55.97	0.15%
	"Arizona"	"04"	"2007"	"2007"	3161	6167681	51.25	51.85	0.15%
	"Arizona"	"04"	"2008"	"2008"	2956	6280362	47.07	47.28	0.14%
	"Arizona"	"04"	"2009"	"2009"	2919	6343154	46.02	45.52	0.13%
	"Arizona"	"04"	"2010"	"2010"	3018	6392017	47.22	46.73	0.14%
	"Arizona"	"04"	"2011"	"2011"	3096	6482505	47.76	46.80	0.14%
	"Arizona"	"04"	"2012"	"2012"	3029	6553255	46.22	45.14	0.14%
	"Arizona"	"04"	"2013"	"2013"	3349	6626624	50.54	48.62	0.15%
	"Arizona"	"04"	"2014"	"2014"	3322	6731484	49.35	46.95	0.15%
	"Arizona"	"04"	"2015"	"2015"	3539	6828065	51.83	49.21	0.16%
	"Arizona"	"04"	"2016"	"2016"	4010	6931071	57.86	54.18	0.18%
"Total"	"Arizona"	"04"			53960	109191391	49.42	49.06	2.48%
	"Arkansas"	"05"	"1999"	"1999"	1287	2651860	48.53	47.56	0.06%
	"Arkansas"	"05"	"2000"	"2000"	1267	2673400	47.39	46.46	0.06%
	"Arkansas"	"05"	"2001"	"2001"	1277	2691571	47.44	46.52	0.06%
	"Arkansas"	"05"	"2002"	"2002"	1311	2705927	48.45	47.59	0.06%
	"Arkansas"	"05"	"2003"	"2003"	1304	2724816	47.86	46.88	0.06%
	"Arkansas"	"05"	"2004"	"2004"	1406	2749686	51.13	50.64	0.06%
	"Arkansas"	"05"	"2005"	"2005"	1329	2781097	47.79	46.98	0.06%
	"Arkansas"	"05"	"2006"	"2006"	1415	2821761	50.15	49.40	0.06%
	"Arkansas"	"05"	"2007"	"2007"	1391	2848650	48.83	47.79	0.06%
	"Arkansas"	"05"	"2008"	"2008"	1477	2874554	51.38	50.55	0.07%
	"Arkansas"	"05"	"2009"	"2009"	1473	2896843	50.85	50.16	0.07%
	"Arkansas"	"05"	"2010"	"2010"	1461	2915918	50.10	49.39	0.07%
	"Arkansas"	"05"	"2011"	"2011"	1510	2937979	51.40	50.15	0.07%
	"Arkansas"	"05"	"2012"	"2012"	1521	2949131	51.57	49.95	0.07%
	"Arkansas"	"05"	"2013"	"2013"	1373	2959373	46.39	44.84	0.06%
	"Arkansas"	"05"	"2014"	"2014"	1458	2966369	49.15	47.38	0.07%
	"Arkansas"	"05"	"2015"	"2015"	1538	2978204	51.64	49.64	0.07%
	"Arkansas"	"05"	"2016"	"2016"	1604	2988248	53.68	51.83	0.07%
"Total"	"Arkansas"	"05"			25402	51115387	49.70	48.62	1.17%
	"California"	"06"	"1999"	"1999"	9198	33499204	27.46	28.71	0.42%
	"California"	"06"	"2000"	"2000"	8577	33871648	25.32	26.46	0.39%
	"California"	"06"	"2001"	"2001"	8132	34479458	23.59	24.54	0.37%
	"California"	"06"	"2002"	"2002"	10107	34871843	28.98	30.07	0.46%
	"California"	"06"	"2003"	"2003"	10471	35253159	29.70	30.69	0.48%
	"California"	"06"	"2004"	"2004"	10633	35574576	29.89	30.78	0.49%
	"California"	"06"	"2005"	"2005"	11129	35827943	31.06	31.70	0.51%
	"California"	"06"	"2006"	"2006"	11375	36021202	31.58	32.05	0.52%
	"California"	"06"	"2007"	"2007"	11614	36250311	32.04	32.29	0.53%
	"California"	"06"	"2008"	"2008"	10761	36604337	29.40	29.50	0.49%
	"California"	"06"	"2009"	"2009"	10860	36961229	29.38	29.38	0.50%
	"California"	"06"	"2010"	"2010"	10435	37253956	28.01	27.78	0.48%
	"California"	"06"	"2011"	"2011"	10824	37691912	28.72	28.33	0.50%
	"California"	"06"	"2012"	"2012"	10906	38041430	28.67	28.02	0.50%
	"California"	"06"	"2013"	"2013"	11538	38332521	30.10	29.17	0.53%
	"California"	"06"	"2014"	"2014"	11804	38802500	30.42	29.23	0.54%
	"California"	"06"	"2015"	"2015"	12544	39144818	32.05	30.61	0.58%
	"California"	"06"	"2016"	"2016"	13213	39250017	33.66	32.03	0.61%
"Total"	"California"	"06"			194121	657732064	29.51	29.71	8.91%
	"Colorado"	"08"	"1999"	"1999"	1519	4226018	35.94	38.98	0.07%
	"Colorado"	"08"	"2000"	"2000"	1702	4301261	39.57	42.55	0.08%
	"Colorado"	"08"	"2001"	"2001"	1720	4425687	38.86	41.64	0.08%
	"Colorado"	"08"	"2002"	"2002"	1812	4490406	40.35	43.12	0.08%
	"Colorado"	"08"	"2003"	"2003"	1806	4528732	39.88	42.37	0.08%
	"Colorado"	"08"	"2004"	"2004"	1810	4575013	39.56	42.14	0.08%
	"Colorado"	"08"	"2005"	"2005"	1947	4631888	42.03	44.13	0.09%
	"Colorado"	"08"	"2006"	"2006"	1917	4720423	40.61	42.50	0.09%
	"Colorado"	"08"	"2007"	"2007"	2056	4803868	42.80	44.79	0.09%
	"Colorado"	"08"	"2008"	"2008"	2172	4889730	44.42	46.28	0.10%
	"Colorado"	"08"	"2009"	"2009"	2144	4972195	43.12	44.49	0.10%
	"Colorado"	"08"	"2010"	"2010"	2106	5029196	41.88	43.49	0.10%
	"Colorado"	"08"	"2011"	"2011"	2330	5116796	45.54	46.47	0.11%
	"Colorado"	"08"	"2012"	"2012"	2403	5187582	46.32	47.05	0.11%
	"Colorado"	"08"	"2013"	"2013"	2422	5268367	45.97	46.42	0.11%
	"Colorado"	"08"	"2014"	"2014"	2517	5355866	47.00	47.13	0.12%
	"Colorado"	"08"	"2015"	"2015"	2725	5456574	49.94	49.68	0.13%
	"Colorado"	"08"	"2016"	"2016"	2880	5540545	51.98	51.20	0.13%
"Total"	"Colorado"	"08"			37988	87520147	43.40	45.23	1.74%
	"Connecticut"	"09"	"1999"	"1999"	1034	3386401	30.53	29.31	0.05%
	"Connecticut"	"09"	"2000"	"2000"	1175	3405565	34.50	32.81	0.05%
	"Connecticut"	"09"	"2001"	"2001"	1056	3432835	30.76	29.47	0.05%
	"Connecticut"	"09"	"2002"	"2002"	1182	3458749	34.17	32.51	0.05%
	"Connecticut"	"09"	"2003"	"2003"	1112	3484336	31.91	30.22	0.05%
	"Connecticut"	"09"	"2004"	"2004"	1261	3496094	36.07	33.95	0.06%
	"Connecticut"	"09"	"2005"	"2005"	1134	3506956	32.34	30.25	0.05%
	"Connecticut"	"09"	"2006"	"2006"	1302	3517460	37.02	34.55	0.06%
	"Connecticut"	"09"	"2007"	"2007"	1343	3527270	38.07	35.40	0.06%
	"Connecticut"	"09"	"2008"	"2008"	1386	3545579	39.09	35.69	0.06%
	"Connecticut"	"09"	"2009"	"2009"	1293	3561807	36.30	32.96	0.06%
	"Connecticut"	"09"	"2010"	"2010"	1337	3574097	37.41	33.59	0.06%
	"Connecticut"	"09"	"2011"	"2011"	1339	3580709	37.39	33.34	0.06%
	"Connecticut"	"09"	"2012"	"2012"	1392	3590347	38.77	34.65	0.06%
	"Connecticut"	"09"	"2013"	"2013"	1582	3596080	43.99	39.31	0.07%
	"Connecticut"	"09"	"2014"	"2014"	1641	3596677	45.63	40.92	0.08%
	"Connecticut"	"09"	"2015"	"2015"	1799	3590886	50.10	44.78	0.08%
	"Connecticut"	"09"	"2016"	"2016"	1978	3576452	55.31	50.35	0.09%
"Total"	"Connecticut"	"09"			24346	63428300	38.38	35.37	1.12%
	"Delaware"	"10"	"1999"	"1999"	267	774990	34.45	35.25	0.01%
	"Delaware"	"10"	"2000"	"2000"	290	783600	37.01	37.54	0.01%
	"Delaware"	"10"	"2001"	"2001"	290	795699	36.45	36.61	0.01%
	"Delaware"	"10"	"2002"	"2002"	292	806169	36.22	36.40	0.01%
	"Delaware"	"10"	"2003"	"2003"	287	818003	35.09	34.85	0.01%
	"Delaware"	"10"	"2004"	"2004"	294	830803	35.39	35.40	0.01%
	"Delaware"	"10"	"2005"	"2005"	293	845150	34.67	34.45	0.01%
	"Delaware"	"10"	"2006"	"2006"	329	859268	38.29	37.96	0.02%
	"Delaware"	"10"	"2007"	"2007"	309	871749	35.45	34.83	0.01%
	"Delaware"	"10"	"2008"	"2008"	352	883874	39.82	39.58	0.02%
	"Delaware"	"10"	"2009"	"2009"	333	891730	37.34	36.75	0.02%
	"Delaware"	"10"	"2010"	"2010"	357	897934	39.76	39.18	0.02%
	"Delaware"	"10"	"2011"	"2011"	338	907135	37.26	36.44	0.02%
	"Delaware"	"10"	"2012"	"2012"	374	917092	40.78	38.83	0.02%
	"Delaware"	"10"	"2013"	"2013"	412	925749	44.50	42.92	0.02%
	"Delaware"	"10"	"2014"	"2014"	425	935614	45.42	43.74	0.02%
	"Delaware"	"10"	"2015"	"2015"	449	945934	47.47	46.00	0.02%
	"Delaware"	"10"	"2016"	"2016"	516	952065	54.20	52.37	0.02%
"Total"	"Delaware"	"10"			6207	15642558	39.68	38.99	0.29%
	"District of Columbia"	"11"	"1999"	"1999"	161	570213	28.24	28.38	0.01%
	"District of Columbia"	"11"	"2000"	"2000"	204	572059	35.66	35.73	0.01%
	"District of Columbia"	"11"	"2001"	"2001"	223	574504	38.82	38.37	0.01%
	"District of Columbia"	"11"	"2002"	"2002"	200	573158	34.89	34.55	0.01%
	"District of Columbia"	"11"	"2003"	"2003"	233	568502	40.98	40.84	0.01%
	"District of Columbia"	"11"	"2004"	"2004"	219	567754	38.57	38.44	0.01%
	"District of Columbia"	"11"	"2005"	"2005"	207	567136	36.50	35.79	0.01%
	"District of Columbia"	"11"	"2006"	"2006"	224	570681	39.25	39.36	0.01%
	"District of Columbia"	"11"	"2007"	"2007"	193	574404	33.60	33.72	0.01%
	"District of Columbia"	"11"	"2008"	"2008"	160	580236	27.57	27.20	0.01%
	"District of Columbia"	"11"	"2009"	"2009"	145	592228	24.48	24.60	0.01%
	"District of Columbia"	"11"	"2010"	"2010"	212	601723	35.23	35.08	0.01%
	"District of Columbia"	"11"	"2011"	"2011"	185	617996	29.94	29.37	0.01%
	"District of Columbia"	"11"	"2012"	"2012"	194	632323	30.68	31.28	0.01%
	"District of Columbia"	"11"	"2013"	"2013"	216	646449	33.41	33.58	0.01%
	"District of Columbia"	"11"	"2014"	"2014"	217	658893	32.93	33.15	0.01%
	"District of Columbia"	"11"	"2015"	"2015"	265	672228	39.42	40.20	0.01%
	"District of Columbia"	"11"	"2016"	"2016"	401	681170	58.87	58.27	0.02%
"Total"	"District of Columbia"	"11"			3859	10821657	35.66	35.65	0.18%
	"Florida"	"12"	"1999"	"1999"	5961	15759421	37.82	35.73	0.27%
	"Florida"	"12"	"2000"	"2000"	6267	15982378	39.21	37.29	0.29%
	"Florida"	"12"	"2001"	"2001"	6969	16356966	42.61	40.49	0.32%
	"Florida"	"12"	"2002"	"2002"	7396	16689370	44.32	42.02	0.34%
	"Florida"	"12"	"2003"	"2003"	7919	17004085	46.57	44.18	0.36%
	"Florida"	"12"	"2004"	"2004"	8229	17415318	47.25	44.66	0.38%
	"Florida"	"12"	"2005"	"2005"	8868	17842038	49.70	47.11	0.41%
	"Florida"	"12"	"2006"	"2006"	8917	18166990	49.08	46.45	0.41%
	"Florida"	"12"	"2007"	"2007"	9113	18367842	49.61	46.93	0.42%
	"Florida"	"12"	"2008"	"2008"	8939	18527305	48.25	45.29	0.41%
	"Florida"	"12"	"2009"	"2009"	8746	18652644	46.89	43.37	0.40%
	"Florida"	"12"	"2010"	"2010"	8875	18801310	47.20	43.10	0.41%
	"Florida"	"12"	"2011"	"2011"	8901	19057542	46.71	42.04	0.41%
	"Florida"	"12"	"2012"	"2012"	8770	19317568	45.40	39.91	0.40%
	"Florida"	"12"	"2013"	"2013"	8736	19552860	44.68	39.07	0.40%
	"Florida"	"12"	"2014"	"2014"	9432	19893297	47.41	41.45	0.43%
	"Florida"	"12"	"2015"	"2015"	10578	20271272	52.18	46.21	0.49%
	"Florida"	"12"	"2016"	"2016"	12561	20612439	60.94	54.89	0.58%
"Total"	"Florida"	"12"			155177	328270645	47.27	43.68	7.13%
	"Georgia"	"13"	"1999"	"1999"	3078	8045965	38.26	41.52	0.14%
	"Georgia"	"13"	"2000"	"2000"	3103	8186453	37.90	40.83	0.14%
	"Georgia"	"13"	"2001"	"2001"	3396	8377038	40.54	43.84	0.16%
	"Georgia"	"13"	"2002"	"2002"	3333	8508256	39.17	42.26	0.15%
	"Georgia"	"13"	"2003"	"2003"	3528	8622793	40.91	44.23	0.16%
	"Georgia"	"13"	"2004"	"2004"	3667	8769252	41.82	45.01	0.17%
	"Georgia"	"13"	"2005"	"2005"	3762	8925922	42.15	45.01	0.17%
	"Georgia"	"13"	"2006"	"2006"	3879	9155813	42.37	45.11	0.18%
	"Georgia"	"13"	"2007"	"2007"	4012	9349988	42.91	45.37	0.18%
	"Georgia"	"13"	"2008"	"2008"	3774	9504843	39.71	41.99	0.17%
	"Georgia"	"13"	"2009"	"2009"	3812	9620846	39.62	42.12	0.18%
	"Georgia"	"13"	"2010"	"2010"	3745	9687653	38.66	40.70	0.17%
	"Georgia"	"13"	"2011"	"2011"	3785	9815210	38.56	40.19	0.17%
	"Georgia"	"13"	"2012"	"2012"	3731	9919945	37.61	39.02	0.17%
	"Georgia"	"13"	"2013"	"2013"	3727	9992167	37.30	38.26	0.17%
	"Georgia"	"13"	"2014"	"2014"	3963	10097343	39.25	40.11	0.18%
	"Georgia"	"13"	"2015"	"2015"	4344	10214860	42.53	43.19	0.20%
	"Georgia"	"13"	"2016"	"2016"	4701	10310371	45.59	45.81	0.22%
"Total"	"Georgia"	"13"			67340	167104718	40.30	42.43	3.09%
	"Hawaii"	"15"	"1999"	"1999"	293	1210300	24.21	24.33	0.01%
	"Hawaii"	"15"	"2000"	"2000"	343	1211537	28.31	28.20	0.02%
	"Hawaii"	"15"	"2001"	"2001"	372	1225948	30.34	29.83	0.02%
	"Hawaii"	"15"	"2002"	"2002"	393	1239613	31.70	30.85	0.02%
	"Hawaii"	"15"	"2003"	"2003"	415	1251154	33.17	31.89	0.02%
	"Hawaii"	"15"	"2004"	"2004"	390	1273569	30.62	29.60	0.02%
	"Hawaii"	"15"	"2005"	"2005"	436	1292729	33.73	32.03	0.02%
	"Hawaii"	"15"	"2006"	"2006"	441	1309731	33.67	31.66	0.02%
	"Hawaii"	"15"	"2007"	"2007"	470	1315675	35.72	33.43	0.02%
	"Hawaii"	"15"	"2008"	"2008"	406	1332213	30.48	28.21	0.02%
	"Hawaii"	"15"	"2009"	"2009"	436	1346717	32.38	30.17	0.02%
	"Hawaii"	"15"	"2010"	"2010"	432	1360301	31.76	29.62	0.02%
	"Hawaii"	"15"	"2011"	"2011"	517	1374810	37.61	34.35	0.02%
	"Hawaii"	"15"	"2012"	"2012"	458	1392313	32.89	30.11	0.02%
	"Hawaii"	"15"	"2013"	"2013"	467	1404054	33.26	30.10	0.02%
	"Hawaii"	"15"	"2014"	"2014"	476	1419561	33.53	30.05	0.02%
	"Hawaii"	"15"	"2015"	"2015"	536	1431603	37.44	32.21	0.02%
	"Hawaii"	"15"	"2016"	"2016"	577	1428557	40.39	35.31	0.03%
"Total"	"Hawaii"	"15"			7858	23820385	32.99	30.70	0.36%
	"Idaho"	"16"	"1999"	"1999"	597	1275674	46.80	48.32	0.03%
	"Idaho"	"16"	"2000"	"2000"	518	1293953	40.03	41.45	0.02%
	"Idaho"	"16"	"2001"	"2001"	568	1319962	43.03	44.15	0.03%
	"Idaho"	"16"	"2002"	"2002"	611	1340372	45.58	47.06	0.03%
	"Idaho"	"16"	"2003"	"2003"	605	1363380	44.38	45.63	0.03%
	"Idaho"	"16"	"2004"	"2004"	593	1391802	42.61	43.64	0.03%
	"Idaho"	"16"	"2005"	"2005"	606	1428241	42.43	43.70	0.03%
	"Idaho"	"16"	"2006"	"2006"	682	1468669	46.44	47.45	0.03%
	"Idaho"	"16"	"2007"	"2007"	641	1505105	42.59	43.36	0.03%
	"Idaho"	"16"	"2008"	"2008"	649	1534320	42.30	43.16	0.03%
	"Idaho"	"16"	"2009"	"2009"	670	1554439	43.10	44.04	0.03%
	"Idaho"	"16"	"2010"	"2010"	654	1567582	41.72	42.14	0.03%
	"Idaho"	"16"	"2011"	"2011"	710	1584985	44.80	44.70	0.03%
	"Idaho"	"16"	"2012"	"2012"	699	1595728	43.80	43.65	0.03%
	"Idaho"	"16"	"2013"	"2013"	776	1612136	48.13	47.69	0.04%
	"Idaho"	"16"	"2014"	"2014"	765	1634464	46.80	46.49	0.04%
	"Idaho"	"16"	"2015"	"2015"	746	1654930	45.08	44.71	0.03%
	"Idaho"	"16"	"2016"	"2016"	849	1683140	50.44	49.55	0.04%
"Total"	"Idaho"	"16"			11939	26808882	44.53	45.19	0.55%
	"Illinois"	"17"	"1999"	"1999"	4125	12359020	33.38	33.69	0.19%
	"Illinois"	"17"	"2000"	"2000"	4041	12419293	32.54	32.77	0.19%
	"Illinois"	"17"	"2001"	"2001"	4077	12488445	32.65	32.81	0.19%
	"Illinois"	"17"	"2002"	"2002"	4222	12525556	33.71	33.81	0.19%
	"Illinois"	"17"	"2003"	"2003"	3942	12556006	31.40	31.45	0.18%
	"Illinois"	"17"	"2004"	"2004"	4133	12589773	32.83	32.78	0.19%
	"Illinois"	"17"	"2005"	"2005"	4182	12609903	33.16	32.96	0.19%
	"Illinois"	"17"	"2006"	"2006"	4451	12643955	35.20	34.91	0.20%
	"Illinois"	"17"	"2007"	"2007"	4367	12695866	34.40	33.90	0.20%
	"Illinois"	"17"	"2008"	"2008"	4218	12747038	33.09	32.60	0.19%
	"Illinois"	"17"	"2009"	"2009"	3961	12796778	30.95	30.42	0.18%
	"Illinois"	"17"	"2010"	"2010"	3997	12830632	31.15	30.39	0.18%
	"Illinois"	"17"	"2011"	"2011"	4166	12869257	32.37	31.62	0.19%
	"Illinois"	"17"	"2012"	"2012"	4488	12875255	34.86	33.57	0.21%
	"Illinois"	"17"	"2013"	"2013"	4511	12882135	35.02	33.60	0.21%
	"Illinois"	"17"	"2014"	"2014"	4644	12880580	36.05	34.38	0.21%
	"Illinois"	"17"	"2015"	"2015"	4850	12859995	37.71	35.76	0.22%
	"Illinois"	"17"	"2016"	"2016"	5508	12801539	43.03	41.03	0.25%
"Total"	"Illinois"	"17"			77883	228431026	34.09	33.55	3.58%
	"Indiana"	"18"	"1999"	"1999"	2309	6044969	38.20	38.43	0.11%
	"Indiana"	"18"	"2000"	"2000"	2139	6080485	35.18	35.37	0.10%
	"Indiana"	"18"	"2001"	"2001"	2185	6127760	35.66	35.79	0.10%
	"Indiana"	"18"	"2002"	"2002"	2148	6155967	34.89	34.89	0.10%
	"Indiana"	"18"	"2003"	"2003"	2196	6196638	35.44	35.39	0.10%
	"Indiana"	"18"	"2004"	"2004"	2395	6233007	38.42	38.35	0.11%
	"Indiana"	"18"	"2005"	"2005"	2480	6278616	39.50	39.26	0.11%
	"Indiana"	"18"	"2006"	"2006"	2480	6332669	39.16	38.92	0.11%
	"Indiana"	"18"	"2007"	"2007"	2499	6379599	39.17	38.84	0.11%
	"Indiana"	"18"	"2008"	"2008"	2558	6424806	39.81	39.45	0.12%
	"Indiana"	"18"	"2009"	"2009"	2577	6459325	39.90	39.33	0.12%
	"Indiana"	"18"	"2010"	"2010"	2534	6483802	39.08	38.48	0.12%
	"Indiana"	"18"	"2011"	"2011"	2699	6516922	41.42	40.59	0.12%
	"Indiana"	"18"	"2012"	"2012"	2776	6537334	42.46	41.42	0.13%
	"Indiana"	"18"	"2013"	"2013"	2898	6570902	44.10	43.07	0.13%
	"Indiana"	"18"	"2014"	"2014"	2974	6596855	45.08	43.88	0.14%
	"Indiana"	"18"	"2015"	"2015"	3258	6619680	49.22	47.69	0.15%
	"Indiana"	"18"	"2016"	"2016"	3496	6633053	52.71	51.61	0.16%
"Total"	"Indiana"	"18"			46601	114672389	40.64	40.11	2.14%
	"Iowa"	"19"	"1999"	"1999"	1123	2917634	38.49	35.24	0.05%
	"Iowa"	"19"	"2000"	"2000"	1070	2926324	36.56	33.43	0.05%
	"Iowa"	"19"	"2001"	"2001"	1051	2931997	35.85	32.45	0.05%
	"Iowa"	"19"	"2002"	"2002"	1093	2934234	37.25	33.58	0.05%
	"Iowa"	"19"	"2003"	"2003"	1164	2941999	39.56	35.37	0.05%
	"Iowa"	"19"	"2004"	"2004"	1108	2953635	37.51	33.42	0.05%
	"Iowa"	"19"	"2005"	"2005"	1202	2964454	40.55	36.70	0.06%
	"Iowa"	"19"	"2006"	"2006"	1188	2982644	39.83	35.68	0.05%
	"Iowa"	"19"	"2007"	"2007"	1252	2999212	41.74	37.46	0.06%
	"Iowa"	"19"	"2008"	"2008"	1266	3016734	41.97	37.81	0.06%
	"Iowa"	"19"	"2009"	"2009"	1255	3032870	41.38	37.00	0.06%
	"Iowa"	"19"	"2010"	"2010"	1273	3046355	41.79	37.23	0.06%
	"Iowa"	"19"	"2011"	"2011"	1369	3062309	44.70	39.57	0.06%
	"Iowa"	"19"	"2012"	"2012"	1369	3074186	44.53	39.69	0.06%
	"Iowa"	"19"	"2013"	"2013"	1422	3090416	46.01	39.97	0.07%
	"Iowa"	"19"	"2014"	"2014"	1517	3107126	48.82	42.07	0.07%
	"Iowa"	"19"	"2015"	"2015"	1537	3123899	49.20	42.11	0.07%
	"Iowa"	"19"	"2016"	"2016"	1608	3134693	51.30	45.77	0.07%
"Total"	"Iowa"	"19"			22867	54240721	42.16	37.56	1.05%
	"Kansas"	"20"	"1999"	"1999"	1126	2678338	42.04	40.68	0.05%
	"Kansas"	"20"	"2000"	"2000"	1054	2688418	39.21	38.04	0.05%
	"Kansas"	"20"	"2001"	"2001"	1156	2702162	42.78	41.39	0.05%
	"Kansas"	"20"	"2002"	"2002"	1139	2713535	41.97	40.79	0.05%
	"Kansas"	"20"	"2003"	"2003"	1089	2723004	39.99	38.55	0.05%
	"Kansas"	"20"	"2004"	"2004"	1144	2734373	41.84	40.57	0.05%
	"Kansas"	"20"	"2005"	"2005"	1149	2745299	41.85	40.61	0.05%
	"Kansas"	"20"	"2006"	"2006"	1198	2762931	43.36	41.72	0.06%
	"Kansas"	"20"	"2007"	"2007"	1205	2783785	43.29	41.40	0.06%
	"Kansas"	"20"	"2008"	"2008"	1174	2808076	41.81	40.01	0.05%
	"Kansas"	"20"	"2009"	"2009"	1273	2832704	44.94	42.94	0.06%
	"Kansas"	"20"	"2010"	"2010"	1317	2853118	46.16	43.98	0.06%
	"Kansas"	"20"	"2011"	"2011"	1333	2871238	46.43	43.80	0.06%
	"Kansas"	"20"	"2012"	"2012"	1319	2885905	45.70	43.58	0.06%
	"Kansas"	"20"	"2013"	"2013"	1359	2893957	46.96	44.37	0.06%
	"Kansas"	"20"	"2014"	"2014"	1377	2904021	47.42	44.10	0.06%
	"Kansas"	"20"	"2015"	"2015"	1475	2911641	50.66	47.23	0.07%
	"Kansas"	"20"	"2016"	"2016"	1444	2907289	49.67	45.75	0.07%
"Total"	"Kansas"	"20"			22331	50399794	44.31	42.38	1.03%
	"Kentucky"	"21"	"1999"	"1999"	1730	4018053	43.06	43.29	0.08%
	"Kentucky"	"21"	"2000"	"2000"	1838	4041769	45.48	45.65	0.08%
	"Kentucky"	"21"	"2001"	"2001"	1990	4068132	48.92	49.05	0.09%
	"Kentucky"	"21"	"2002"	"2002"	2090	4089875	51.10	51.26	0.10%
	"Kentucky"	"21"	"2003"	"2003"	2270	4117170	55.13	55.23	0.10%
	"Kentucky"	"21"	"2004"	"2004"	2260	4146101	54.51	54.77	0.10%
	"Kentucky"	"21"	"2005"	"2005"	2405	4182742	57.50	57.38	0.11%
	"Kentucky"	"21"	"2006"	"2006"	2446	4219239	57.97	57.94	0.11%
	"Kentucky"	"21"	"2007"	"2007"	2372	4256672	55.72	55.57	0.11%
	"Kentucky"	"21"	"2008"	"2008"	2379	4289878	55.46	55.20	0.11%
	"Kentucky"	"21"	"2009"	"2009"	2394	4317074	55.45	55.06	0.11%
	"Kentucky"	"21"	"2010"	"2010"	2632	4339367	60.65	60.54	0.12%
